generation,index,candidate,feasible,fatal,violations,tier,objective0,objective1,objective2,objective3
1,40,08d1bcb4,true,0,0,8,5949567,407939,4742191,0
1,41,92c0f557,true,0,0,8,5960561,448339,4731369,0
1,42,4c12828b,true,0,0,8,5945471,409119,4746251,0
1,43,e291a947,true,0,0,8,5958958,455495,4732975,0
1,44,00d55f7a,true,0,0,8,5952024,453703,4739859,0
1,45,9021f5fa,true,0,0,8,5939653,427923,4752076,0
1,46,f38c51e6,true,0,0,8,5918329,410028,4773220,0
1,47,366f5728,true,0,0,8,5916353,413684,4774819,0
2,0,4d0d42c2,true,0,0,8,5893577,365609,4797451,0
2,1,85a95ec4,true,0,0,8,6298202,458437,4395132,0
2,2,1e632cd8,true,0,0,8,6143441,377197,4549466,0
2,3,95ac95fd,true,0,0,8,6253391,438926,4439849,0
2,4,425068fc,true,0,0,8,6279967,444255,4413323,0
2,5,978416fc,true,0,0,8,5861485,366817,4829347,0
2,6,ca1a5485,true,0,0,8,6275537,459006,4417838,0
2,7,fd00e2f0,true,0,0,8,6137927,381484,4554947,0
2,8,3cd43a50,true,0,0,8,5867005,367861,4823866,0
2,9,290f5703,true,0,0,8,6247775,440262,4445441,0
2,10,ff8d9350,true,0,0,8,6264076,453907,4429268,0
2,11,00b9b0ac,true,0,0,8,6114937,386894,4577799,0
2,12,fb5c1d3d,true,0,0,8,6270411,461473,4422950,0
2,13,a9467974,true,0,0,8,6242450,459882,4450842,0
2,14,069a8321,true,0,0,8,6147086,444091,4545867,0
2,15,9925df2e,true,0,0,8,6168805,449609,4524274,0
2,16,74f5a000,true,0,0,8,6150710,445253,4542268,0
2,17,c45f07e2,true,0,0,8,6154337,446673,4538669,0
2,18,7a67c5d2,true,0,0,8,6157958,447292,4535071,0
2,19,e115ea75,true,0,0,8,6161582,448711,4531472,0
2,20,66382ac5,true,0,0,8,6165197,448825,4527873,0
2,21,5fe3d8af,true,0,0,8,6084520,389768,4608109,0
2,22,76c0bda2,true,0,0,8,6240673,462223,4452613,0
2,23,24ecc1fd,true,0,0,8,6212578,461501,4480597,0
2,24,589288ed,true,0,0,8,6107559,394780,4585237,0
2,25,c1a4bc63,true,0,0,8,6207271,464577,4485876,0
2,26,e868439b,true,0,0,8,6023164,394753,4668949,0
2,27,3dea1e65,true,0,0,8,6148929,462606,4544021,0
2,28,c1006e31,true,0,0,8,6078863,397360,4613719,0
2,29,3e8d8925,true,0,0,8,6205452,463370,4487684,0
2,30,05f5be01,true,0,0,8,6044403,395172,4647978,0
2,31,c12f4bd5,true,0,0,8,6030752,395090,4661419,0
2,32,807e875e,true,0,0,8,6177174,464452,4515816,0
2,33,af1d64f3,true,0,0,8,6019374,394969,4672714,0
2,34,62f1eeb9,true,0,0,8,6050155,397451,4642275,0
2,35,60edda14,true,0,0,8,6034556,396479,4657654,0
2,36,deb320b2,true,0,0,8,6026955,395113,4665184,0
2,37,48af816e,true,0,0,8,6038349,397784,4653889,0
2,38,8e90fd67,true,0,0,8,6171862,465787,4521205,0
2,39,f1de71b7,true,0,0,8,6045937,399549,4646360,0
2,40,24b1d0b7,true,0,0,8,6042140,398150,4650124,0
2,41,23d33804,true,0,0,8,6042432,403845,4649934,0
