# KSA64 aligned steady 5 m/s (Up to date)
# 1552 data points written for 20 variables.
#
# [FlightDataType.FlightDataType.TYPE_TIME] (s),[FlightDataType.FlightDataType.TYPE_ALTITUDE] (m),[FlightDataType.FlightDataType.TYPE_POSITION_X] (m),[FlightDataType.FlightDataType.TYPE_POSITION_Y] (m),[FlightDataType.FlightDataType.TYPE_POSITION_XY] (m),[FlightDataType.FlightDataType.TYPE_VELOCITY_TOTAL] (m/s),[FlightDataType.FlightDataType.TYPE_ACCELERATION_TOTAL] (m/s²),[FlightDataType.FlightDataType.TYPE_MACH_NUMBER] (​),[FlightDataType.FlightDataType.TYPE_AOA] (rad),[FlightDataType.FlightDataType.TYPE_PITCH_RATE] (rad/s),[FlightDataType.FlightDataType.TYPE_YAW_RATE] (rad/s),[FlightDataType.FlightDataType.TYPE_MASS] (kg),[FlightDataType.FlightDataType.TYPE_CP_LOCATION] (m),[FlightDataType.FlightDataType.TYPE_CG_LOCATION] (m),[FlightDataType.FlightDataType.TYPE_STABILITY] (​),[FlightDataType.FlightDataType.TYPE_DRAG_COEFF] (​),[FlightDataType.FlightDataType.TYPE_THRUST_FORCE] (N),[FlightDataType.FlightDataType.TYPE_AIR_DENSITY] (kg/m³),[FlightDataType.FlightDataType.TYPE_WIND_VELOCITY] (m/s),[FlightDataType.FlightDataType.TYPE_TIME_STEP] (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
5.239808594,500.330990187,-0.168058305,70.487679533,70.487879877,75.155346111,14.535880062,0.225142433,0.000052477,0.031541937,0.000255049,2.331111473,1.567031903,0.973545811,10.293213286,1.275513162,0,1.167231927,5,0.01
5.249808594,501.070147805,-0.168620544,70.619557975,70.619759285,75.010756815,14.517409967,0.224720687,0.000042767,0.031686491,0.000371428,2.331111473,1.567037395,0.973545811,10.293308544,1.275473896,0,1.167150629,5,0.01
5.259808594,501.80785831,-0.169183268,70.751320579,70.751522857,74.866356413,14.499005787,0.224299502,0.000032923,0.031794658,0.000537924,2.331111473,1.567042982,0.973545811,10.293405442,1.275434751,0,1.167069488,5,0.01
5.269808594,502.544123514,-0.169746478,70.882967776,70.883171025,74.722144292,14.480660155,0.223878877,0.000023276,0.031867885,0.000808005,2.331111473,1.567048439,0.973545811,10.293500094,1.275395727,0,1.166988503,5,0.01
5.279808594,503.278945224,-0.170310172,71.014499994,71.014704217,74.578119874,14.462366173,0.22345881,0.000014135,0.031896121,0.001360004,2.331111473,1.567053556,0.973545811,10.293588841,1.275356825,0,1.166907674,5,0.01
5.289808594,504.012325241,-0.170874349,71.145917652,71.14612285,74.434282605,14.444117853,0.223039299,0.000005778,0,0,2.331111473,1.567058145,0.973545811,10.29366842,1.275318042,0,1.166827001,5,0.01
5.299808594,504.744265364,-0.171439009,71.277221157,71.277427333,74.290631954,14.425911077,0.222620343,0.00000176,0,0,2.331111473,1.567059787,0.973545811,10.293696896,1.275279379,0,1.166746484,5,0.01
5.309808594,505.474767388,-0.172004153,71.408410902,71.408618058,74.147167407,14.407741004,0.22220194,0.000007939,0,0,2.331111473,1.5670545,0.973545811,10.293605207,1.275240836,0,1.166666122,5,0.01
5.319808594,506.203833105,-0.172569779,71.539487265,71.539695403,74.003888471,14.389603597,0.221784088,0.000012832,0,0,2.331111473,1.567050092,0.973545811,10.293528749,1.275202412,0,1.166585915,5,0.01
5.329808594,506.931464308,-0.173135889,71.670450602,71.670659726,73.860794667,14.371494941,0.221366785,0.000016203,-0.031841745,0.000559771,2.331111473,1.567046721,0.973545811,10.293470283,1.275164106,0,1.166505864,5,0.01
5.339808594,507.657662786,-0.173702482,71.801301252,71.801511363,73.717885537,14.353411357,0.220950031,0.000017884,-0.031776453,0.00032171,2.331111473,1.567044502,0.973545811,10.293431811,1.275125918,0,1.166425968,5,0.01
5.349808594,508.382430328,-0.174269559,71.932039529,71.93225063,73.575160629,14.335351906,0.220533822,0.000017833,-0.031705635,0.000136822,2.331111473,1.567043465,0.973545811,10.293413816,1.275087849,0,1.166346226,5,0.01
5.359808594,509.105768723,-0.17483712,72.062665727,72.06287782,73.432619494,14.317317164,0.220118158,0.000016081,-0.031635579,-0.000078979,2.331111473,1.567043588,0.973545811,10.293415947,1.275049896,0,1.166266639,5,0.01
5.369808594,509.827679758,-0.175405164,72.193180114,72.193393202,73.290261677,14.299308961,0.219703037,0.000012715,0,0,2.331111473,1.567044811,0.973545811,10.29343716,1.27501206,0,1.166187206,5,0.01
5.379808594,510.548165221,-0.175973693,72.323582942,72.323797026,73.148086715,14.281332046,0.219288456,0.000007963,0,0,2.331111473,1.56704698,0.973545811,10.293474778,1.274974341,0,1.166107928,5,0.01
5.389808594,511.267226895,-0.176542705,72.453874441,72.454089525,73.006094123,14.263390806,0.218874416,0.000002061,0,0,2.331111473,1.567049934,0.973545811,10.293526007,1.274936737,0,1.166028804,5,0.01
5.399808594,511.984866565,-0.1771122,72.58405483,72.584270915,72.864283402,14.245489487,0.218460913,0.000004919,0,0,2.331111473,1.567046936,0.973545811,10.29347402,1.274899249,0,1.165949833,5,0.01
5.409808594,512.701086009,-0.177682178,72.714124313,72.714341402,72.722654036,14.227633064,0.218047946,0.000012557,0,0,2.331111473,1.567040692,0.973545811,10.293365717,1.274861877,0,1.165871017,5,0.01
5.419808594,513.415887004,-0.178252636,72.844083085,72.844301181,72.58120549,14.209825573,0.217635514,0.000020744,0.031589117,-0.000939358,2.331111473,1.567034077,0.973545811,10.293250993,1.274824619,0,1.165792354,5,0.01
5.429808594,514.12927132,-0.178823574,72.973931337,72.974150441,72.439937218,14.192070299,0.217223614,0.000029311,0.031657839,-0.000747323,2.331111473,1.567027208,0.973545811,10.293131857,1.274787475,0,1.165713844,5,0.01
5.439808594,514.841240723,-0.179394991,73.103669253,73.103889368,72.298848659,14.174372375,0.216812246,0.000038003,0.031751433,-0.000617048,2.331111473,1.567020257,0.973545811,10.293011302,1.274750445,0,1.165635487,5,0.01
5.449808594,515.551796976,-0.179966885,73.233297015,73.233518145,72.157939231,14.156737267,0.216401408,0.00004655,0.031870664,-0.000515682,2.331111473,1.567013407,0.973545811,10.292892508,1.274713529,0,1.165557284,5,0.01
5.459808594,516.260941832,-0.180539255,73.362814811,73.363036956,72.017208332,14.139170052,0.215991098,0.0000547,0.032015626,-0.00044248,2.331111473,1.567006831,0.973545811,10.29277846,1.274676726,0,1.165479233,5,0.01
5.469808594,516.968677038,-0.181112097,73.492222828,73.492445992,71.876655344,14.121675184,0.215581314,0.000062227,0.032180676,-0.000380037,2.331111473,1.567000683,0.973545811,10.292671818,1.274640036,0,1.165401335,5,0.01
5.479808594,517.675004334,-0.181685411,73.621521266,73.62174545,71.736279635,14.10425661,0.215172055,0.000068927,0.032370792,-0.000324622,2.331111473,1.566995099,0.973545811,10.292574977,1.274603458,0,1.165323589,5,0.01
5.489808594,518.379925451,-0.182259194,73.750710331,73.750935538,71.596080557,14.086917896,0.214763319,0.000074615,0.032575305,-0.000272789,2.331111473,1.566990207,0.973545811,10.292490131,1.274566991,0,1.165245995,5,0.01
5.499808594,519.083442111,-0.182833444,73.879790242,73.880016475,71.456057453,14.069661338,0.214355105,0.000079164,0.032794942,-0.000228784,2.331111473,1.566986092,0.973545811,10.292418769,1.274530637,0,1.165168554,5,0.01
5.509808594,519.785556026,-0.183408157,74.008761232,74.008988493,71.316209661,14.05248877,0.213947411,0.000082469,0.033025507,-0.000184279,2.331111473,1.566982827,0.973545811,10.292362129,1.274494393,0,1.165091265,5,0.01
5.519808594,520.4862689,-0.183983332,74.137623549,74.137851839,71.176536514,14.035401178,0.213540236,0.000084466,0.033262793,-0.000142457,2.331111473,1.566980454,0.973545811,10.292320971,1.27445826,0,1.165014127,5,0.01
5.529808594,521.185582426,-0.184558965,74.266377452,74.266606775,71.037037346,14.018398388,0.213133577,0.000085146,0.033501704,-0.00010628,2.331111473,1.566978979,0.973545811,10.292295395,1.274422237,0,1.164937141,5,0.01
5.539808594,521.883498289,-0.185135054,74.395023219,74.395253577,70.897711494,14.001479697,0.212727434,0.000084526,0.033739705,-0.000077745,2.331111473,1.566978391,0.973545811,10.292285202,1.274386325,0,1.164860306,5,0.01
5.549808594,522.580018162,-0.185711598,74.523561141,74.523792536,70.758558304,13.984643815,0.212321805,0.000082652,0.033973934,-0.000047749,2.331111473,1.566978659,0.973545811,10.292289849,1.274350521,0,1.164783623,5,0.01
5.559808594,523.275143712,-0.186288593,74.651991523,74.652223957,70.619577126,13.967888356,0.211916689,0.000079624,0.034199005,-0.000018908,2.331111473,1.566979715,0.973545811,10.292308164,1.274314827,0,1.16470709,5,0.01
5.569808594,523.968876594,-0.186866039,74.78031468,74.780548156,70.480767325,13.951210678,0.211512083,0.000075554,0.034412965,0.000016051,2.331111473,1.566981483,0.973545811,10.292338818,1.274279242,0,1.164630709,5,0.01
5.579808594,524.661218455,-0.187443933,74.908530941,74.908765462,70.34212828,13.934607465,0.211107987,0.000070589,0.034613478,0.000053067,2.331111473,1.566983862,0.973545811,10.292380088,1.274243765,0,1.164554478,5,0.01
5.589808594,525.352170935,-0.188022273,75.036640643,75.03687621,70.203659384,13.918074694,0.210704398,0.00006491,0.034796513,0.000086598,2.331111473,1.56698673,0.973545811,10.292429835,1.274208396,0,1.164478398,5,0.01
5.599808594,526.041735666,-0.188601058,75.16464413,75.164880746,70.06536005,13.901607998,0.210301316,0.000058716,0.034958814,0.000121935,2.331111473,1.566989952,0.973545811,10.292485711,1.274173135,0,1.164402469,5,0.01
5.609808594,526.729914272,-0.189180287,75.292541749,75.292779416,69.92722971,13.885203003,0.209898738,0.000052208,0.035103387,0.000159332,2.331111473,1.566993391,0.973545811,10.292545354,1.274137981,0,1.164326689,5,0.01
5.619808594,527.416708373,-0.189759959,75.420333852,75.420572573,69.789267813,13.868855249,0.209496664,0.00004559,0.03522852,0.000178064,2.331111473,1.566996907,0.973545811,10.292606338,1.274102934,0,1.16425106,5,0.01
5.629808594,528.102119581,-0.190340072,75.548020789,75.548260565,69.651473829,13.852560755,0.209095092,0.000039047,0.035334603,0.000201974,2.331111473,1.567000376,0.973545811,10.292666501,1.274067993,0,1.16417558,5,0.01
5.639808594,528.786149503,-0.190920626,75.675602907,75.675843742,69.513847244,13.836314838,0.208694021,0.000032797,0.035418807,0.000235814,2.331111473,1.567003649,0.973545811,10.292723266,1.274033159,0,1.164100251,5,0.01
5.649808594,529.468799744,-0.19150162,75.803080551,75.803322446,69.376387562,13.820113539,0.208293448,0.000027025,0.035487175,0.000282961,2.331111473,1.567006601,0.973545811,10.292774459,1.27399843,0,1.16402507,5,0.01
5.659808594,530.150071902,-0.192083054,75.930454057,75.930697015,69.239094304,13.80395349,0.207893373,0.000021886,0.03553911,0.000330409,2.331111473,1.567009125,0.973545811,10.292818235,1.273963807,0,1.16395004,5,0.01
5.669808594,530.829967573,-0.192664927,76.057723754,76.057967778,69.101967004,13.787831556,0.207493794,0.000017526,0.035576294,0.000370805,2.331111473,1.567011122,0.973545811,10.292852875,1.273929288,0,1.163875158,5,0.01
5.679808594,531.508488351,-0.193247238,76.184889961,76.185135052,68.965005208,13.771745207,0.207094709,0.000014062,0,0,2.331111473,1.567012513,0.973545811,10.292876995,1.273894875,0,1.163800426,5,0.01
5.689808594,532.185635824,-0.193829986,76.311952986,76.312199147,68.828208468,13.755694957,0.206696118,0.000011465,0,0,2.331111473,1.567013318,0.973545811,10.292890962,1.273860565,0,1.163725843,5,0.01
5.699808594,532.86141158,-0.194413171,76.438913126,76.439160359,68.691576335,13.739680407,0.206298018,0.000009746,0,0,2.331111473,1.567013529,0.973545811,10.292894614,1.27382636,0,1.163651408,5,0.01
5.709808594,533.535817204,-0.194996793,76.565770668,76.566018976,68.555108365,13.723700615,0.205900409,0.000008947,0,0,2.331111473,1.567013117,0.973545811,10.292887469,1.273792258,0,1.163577122,5,0.01
5.719808594,534.208854277,-0.19558085,76.692525888,76.692775272,68.418804117,13.707755432,0.205503289,0.00000907,0,0,2.331111473,1.567012081,0.973545811,10.292869499,1.273758259,0,1.163502985,5,0.01
5.729808594,534.880524379,-0.196165342,76.819179051,76.819429515,68.282663149,13.691844693,0.205106656,0.000010118,0,0,2.331111473,1.567010418,0.973545811,10.292840669,1.273724364,0,1.163428996,5,0.01
5.739808594,535.550829086,-0.196750268,76.945730412,76.945981957,68.146685022,13.675969146,0.204710509,0.00001205,0,0,2.331111473,1.567008158,0.973545811,10.292801473,1.273690571,0,1.163355155,5,0.01
5.749808594,536.219769972,-0.197335628,77.072180215,77.072432844,68.010869294,13.66013013,0.204314846,0.000014794,0.035811145,-0.000606474,2.331111473,1.567005349,0.973545811,10.292752748,1.273656879,0,1.163281462,5,0.01
5.759808594,536.887348607,-0.197921422,77.198528695,77.19878241,67.875215519,13.64432695,0.203919667,0.000018379,0.035838844,-0.000637627,2.331111473,1.567001971,0.973545811,10.292694156,1.27362329,0,1.163207916,5,0.01
5.769808594,537.55356656,-0.198507648,77.324776079,77.325030883,67.739723256,13.628560119,0.20352497,0.000022774,0.03587793,-0.000611002,2.331111473,1.566998044,0.973545811,10.292626056,1.273589802,0,1.163134519,5,0.01
5.779808594,538.218425395,-0.199094305,77.450922583,77.451178478,67.604392058,13.612831909,0.203130753,0.000027862,0.035928824,-0.000559704,2.331111473,1.56699365,0.973545811,10.292549837,1.273556416,0,1.163061269,5,0.01
5.789808594,538.881926674,-0.199681394,77.576968417,77.577225405,67.46922147,13.597145323,0.202737015,0.000033487,0.035996614,-0.000498848,2.331111473,1.566988892,0.973545811,10.292467326,1.27352313,0,1.162988166,5,0.01
5.799808594,539.544071955,-0.200268911,77.702913785,77.703171867,67.334211026,13.581503288,0.202343755,0.000039498,0.036080141,-0.000444836,2.331111473,1.566983875,0.973545811,10.292380317,1.273489944,0,1.162915211,5,0.01
5.809808594,540.204862792,-0.200856856,77.828758884,77.829018065,67.199360248,13.565908773,0.201950971,0.00004574,0.036177994,-0.000403717,2.331111473,1.566978705,0.973545811,10.292290641,1.273456859,0,1.162842402,5,0.01
5.819808594,540.864300733,-0.201445228,77.954503914,77.954764194,67.06466865,13.550364769,0.201558663,0.000052054,0.036292014,-0.000362405,2.331111473,1.566973488,0.973545811,10.292200161,1.273423873,0,1.162769741,5,0.01
5.829808594,541.522387322,-0.202034025,78.080149068,78.080410451,66.930135734,13.534874176,0.201166827,0.000058286,0.036421859,-0.000323732,2.331111473,1.566968329,0.973545811,10.292110694,1.273390987,0,1.162697226,5,0.01
5.839808594,542.1791241,-0.202623245,78.205694545,78.205957033,66.795760994,13.519439725,0.200775464,0.00006429,0.036568317,-0.000284998,2.331111473,1.566963329,0.973545811,10.292023974,1.2733582,0,1.162624857,5,0.01
5.849808594,542.834512597,-0.203212887,78.331140542,78.331404137,66.661543913,13.504064241,0.200384572,0.000069912,0.036729599,-0.000249476,2.331111473,1.566958591,0.973545811,10.291941803,1.273325512,0,1.162552636,5,0.01
5.859808594,543.488554342,-0.203802948,78.456487263,78.456751968,66.527483967,13.488750043,0.199994149,0.000075025,0.03690437,-0.000216067,2.331111473,1.566954203,0.973545811,10.291865693,1.273292922,0,1.16248056,5,0.01
5.869808594,544.141250854,-0.204393427,78.581734915,78.582000731,66.393580624,13.473498948,0.199604194,0.000079524,0.037089412,-0.000185179,2.331111473,1.566950235,0.973545811,10.291796869,1.27326043,0,1.16240863,5,0.01
5.879808594,544.792603647,-0.204984322,78.706883712,78.707150642,66.259833347,13.458312393,0.199214706,0.000083325,0.037283625,-0.000157188,2.331111473,1.566946745,0.973545811,10.291736336,1.273228035,0,1.162336847,5,0.01
5.889808594,545.442614228,-0.205575631,78.831933875,78.832201921,66.126241598,13.443191295,0.198825684,0.000086367,0.037484779,-0.000139039,2.331111473,1.566943773,0.973545811,10.291684796,1.273195739,0,1.162265209,5,0.01
5.899808594,546.091284096,-0.206167353,78.95688563,78.957154795,65.992804836,13.428136324,0.198437126,0.000088604,0.037692134,-0.000129045,2.331111473,1.566941352,0.973545811,10.291642804,1.273163539,0,1.162193717,5,0.01
5.909808594,546.738614742,-0.206759485,79.081739214,79.082009501,65.859522519,13.41314797,0.19804903,0.000089997,0.037903288,-0.000114868,2.331111473,1.566939507,0.973545811,10.291610814,1.273131436,0,1.16212237,5,0.01
5.919808594,547.384607653,-0.207352026,79.206494871,79.20676628,65.726394107,13.39822622,0.197661397,0.000090534,0.038118722,-0.000105723,2.331111473,1.566938248,0.973545811,10.291588974,1.273099429,0,1.162051169,5,0.01
5.929808594,548.029264306,-0.207944974,79.331152851,79.331425386,65.59341906,13.383370786,0.197274223,0.000090216,0.038331891,-0.000093732,2.331111473,1.566937573,0.973545811,10.291577268,1.273067519,0,1.161980113,5,0.01
5.939808594,548.672586171,-0.208538329,79.455713414,79.455987077,65.460596845,13.368580369,0.196887509,0.000089096,0.038541363,-0.000083351,2.331111473,1.566937446,0.973545811,10.29157507,1.273035704,0,1.161909202,5,0.01
5.949808594,549.314574713,-0.209132089,79.580176827,79.58045162,65.327926934,13.35385344,0.196501252,0.000087239,0.038745122,-0.000078044,2.331111473,1.566937823,0.973545811,10.29158161,1.273003985,0,1.161838435,5,0.01
5.959808594,549.955231387,-0.209726253,79.704543363,79.704819289,65.195408808,13.339188309,0.196115452,0.00008472,0.038942938,-0.000068026,2.331111473,1.566938654,0.973545811,10.291596014,1.272972361,0,1.161767814,5,0.01
5.969808594,550.594557644,-0.210320819,79.8288133,79.829090361,65.063041955,13.324583198,0.195730106,0.000081617,0.039133437,-0.000061297,2.331111473,1.566939884,0.973545811,10.291617348,1.272940832,0,1.161697337,5,0.01
5.979808594,551.232554928,-0.210915785,79.952986923,79.95326512,64.930825874,13.310035653,0.195345215,0.000078046,0.039312231,-0.000051715,2.331111473,1.566941436,0.973545811,10.291644262,1.272909397,0,1.161627005,5,0.01
5.989808594,551.869224676,-0.211511152,80.077064518,80.077343855,64.798760075,13.29554329,0.194960776,0.000074117,0.039481512,-0.000044848,2.331111473,1.566943234,0.973545811,10.291675442,1.272878057,0,1.161556816,5,0.01
5.999808594,552.504568321,-0.212106918,80.201046375,80.201326853,64.666844076,13.281103632,0.194576789,0.000069948,0.039640021,-0.000041371,2.331111473,1.566945198,0.973545811,10.291709507,1.27284681,0,1.161486772,5,0.01
6.009808594,553.138587289,-0.212703081,80.324932786,80.325214408,64.535077409,13.266713928,0.194193252,0.00006567,0.039785879,-0.000034333,2.331111473,1.566947238,0.973545811,10.2917449,1.272815657,0,1.161416872,5,0.01
6.019808594,553.771283002,-0.213299642,80.448724042,80.44900681,64.403459617,13.252371729,0.193810164,0.000061401,0.039921333,-0.000027464,2.331111473,1.566949276,0.973545811,10.29178024,1.272784597,0,1.161347116,5,0.01
6.029808594,554.402656878,-0.213896597,80.572420432,80.572704348,64.27199025,13.238074687,0.193427523,0.000057254,0.04004496,-0.000018796,2.331111473,1.566951234,0.973545811,10.291814201,1.272753631,0,1.161277504,5,0.01
6.039808594,555.032710328,-0.214493948,80.696022244,80.696307312,64.140668874,13.223820333,0.193045329,0.000053346,0.040158509,0.000000287,2.331111473,1.566953031,0.973545811,10.291845369,1.272722756,0,1.161208035,5,0.01
6.049808594,555.661444762,-0.215091692,80.819529765,80.819815985,64.00949506,13.209606606,0.19266358,0.000049779,0.040261254,0.000026098,2.331111473,1.5669546,0.973545811,10.291872576,1.272691975,0,1.16113871,5,0.01
6.059808594,556.288861585,-0.215689828,80.942943273,80.943230648,63.878468391,13.195431499,0.192282275,0.000046649,0.040357136,0.000059726,2.331111473,1.566955874,0.973545811,10.291894677,1.272661285,0,1.161069528,5,0.01
6.069808594,556.914962198,-0.216288356,81.066263045,81.066551578,63.747588455,13.1812936,0.191901413,0.000044022,0.04044526,0.000090179,2.331111473,1.566956809,0.973545811,10.291910882,1.272630687,0,1.161000489,5,0.01
6.079808594,557.539747999,-0.216887272,81.18948935,81.189779043,63.616854848,13.16719125,0.191520992,0.00004198,0.040525704,0.00012399,2.331111473,1.566957349,0.973545811,10.291920247,1.272600181,0,1.160931593,5,0.01
6.089808594,558.163220383,-0.217486577,81.312622453,81.312913308,63.486267173,13.153123272,0.191141012,0.000040576,0.040600519,0.000153904,2.331111473,1.566957456,0.973545811,10.291922116,1.272569765,0,1.16086284,5,0.01
6.099808594,558.785380743,-0.21808627,81.435662609,81.435954629,63.355825037,13.139088733,0.190761471,0.000039855,0.040673212,0.000171962,2.331111473,1.566957102,0.973545811,10.291915977,1.272539441,0,1.16079423,5,0.01
6.109808594,559.406230467,-0.218686348,81.55861007,81.558903256,63.22552805,13.125087568,0.190382368,0.000039816,0.040746419,0.000188002,2.331111473,1.566956288,0.973545811,10.291901848,1.272509207,0,1.160725762,5,0.01
6.119808594,560.025770943,-0.21928681,81.681465078,81.681759433,63.095375824,13.111119718,0.190003701,0.000040455,0.040818864,0.000194275,2.331111473,1.566955014,0.973545811,10.291879751,1.272479063,0,1.160657437,5,0.01
6.129808594,560.644003553,-0.219887656,81.804227869,81.804523395,62.965367971,13.097185002,0.189625471,0.000041779,0.040891944,0.00018506,2.331111473,1.566953277,0.973545811,10.291849631,1.27244901,0,1.160589254,5,0.01
6.139808594,561.260929679,-0.220488883,81.926898673,81.927195372,62.835504105,13.08328407,0.189247674,0.000043747,0.04097025,0.000168123,2.331111473,1.566951104,0.973545811,10.291811945,1.272419046,0,1.160521213,5,0.01
6.149808594,561.876550699,-0.221090492,82.049477712,82.049775586,62.705783834,13.069417732,0.188870311,0.000046313,0.041052988,0.000151689,2.331111473,1.566948527,0.973545811,10.291767251,1.272389171,0,1.160453314,5,0.01
6.159808594,562.490867986,-0.22169248,82.171965203,82.172264256,62.576206769,13.055587007,0.188493381,0.000049419,0.041142849,0.000136049,2.331111473,1.566945586,0.973545811,10.291716241,1.272359386,0,1.160385558,5,0.01
6.169808594,563.103882913,-0.222294847,82.29436136,82.294661593,62.446772514,13.041793096,0.188116881,0.000052995,0.041239101,0.000120721,2.331111473,1.566942327,0.973545811,10.291659726,1.272329689,0,1.160317943,5,0.01
6.179808594,563.715596848,-0.222897591,82.416666388,82.416967803,62.317480669,13.028037354,0.187740811,0.000056964,0.041344172,0.0000937,2.331111473,1.566938804,0.973545811,10.291598613,1.272300081,0,1.160250469,5,0.01
6.189808594,564.326011156,-0.223500711,82.538880492,82.539183091,62.188330833,13.014321165,0.187365169,0.000061247,0.04145749,0.000064138,2.331111473,1.566935069,0.973545811,10.291533839,1.272270561,0,1.160183137,5,0.01
6.199808594,564.935127198,-0.224104206,82.661003871,82.661307658,62.059322596,13.000646107,0.186989955,0.000065755,0.041579975,0.00003774,2.331111473,1.566931184,0.973545811,10.291466464,1.272241129,0,1.160115946,5,0.01
6.209808594,565.54294633,-0.224708075,82.783036725,82.7833417,61.930455547,12.987013655,0.186615167,0.000070401,0.041711752,0.000018679,2.331111473,1.566927208,0.973545811,10.291397495,1.272211785,0,1.160048897,5,0.01
6.219808594,566.149469905,-0.225312317,82.904979249,82.905285416,61.801729268,12.97342548,0.186240805,0.00007509,0.041854429,-0.000000082,2.331111473,1.566923205,0.973545811,10.291328065,1.272182528,0,1.159981988,5,0.01
6.229808594,566.754699272,-0.225916931,83.02683164,83.027139,61.673143337,12.959883315,0.185866866,0.000079722,0.042007416,-0.000020591,2.331111473,1.566919243,0.973545811,10.291259358,1.272153358,0,1.159915221,5,0.01
6.239808594,567.358635775,-0.226521916,83.148594094,83.14890265,61.544697326,12.946388411,0.185493351,0.000084221,0.042168084,-0.000042823,2.331111473,1.566915374,0.973545811,10.291192261,1.272124275,0,1.159848594,5,0.01
6.249808594,567.961280752,-0.227127271,83.270266808,83.270576563,61.416390804,12.932942121,0.185120257,0.000088506,0.042337684,-0.000061753,2.331111473,1.566911654,0.973545811,10.291127731,1.272095279,0,1.159782108,5,0.01
6.259808594,568.562635539,-0.227732994,83.391849982,83.392160937,61.288223338,12.919545616,0.184747584,0.000092506,0.042516122,-0.000072221,2.331111473,1.56690813,0.973545811,10.291066619,1.272066369,0,1.159715763,5,0.01
6.269808594,569.162701462,-0.228339086,83.513343817,83.513655975,61.160194488,12.906200178,0.184375331,0.00009614,0.042702179,-0.000079777,2.331111473,1.566904857,0.973545811,10.291009849,1.272037544,0,1.159649557,5,0.01
6.279808594,569.761479847,-0.228945544,83.634748517,83.635061879,61.032303814,12.892906577,0.184003496,0.00009936,0.042894759,-0.000086592,2.331111473,1.566901869,0.973545811,10.290958028,1.272008806,0,1.159583492,5,0.01
6.289808594,570.358972012,-0.229552368,83.756064289,83.756378858,60.904550875,12.879665388,0.183632079,0.000102122,0.043092253,-0.000093778,2.331111473,1.566899195,0.973545811,10.290911643,1.271980153,0,1.159517568,5,0.01
6.299808594,570.955179268,-0.230159557,83.877291344,83.877607123,60.776935228,12.866477215,0.183261078,0.000104384,0.043295867,-0.000104737,2.331111473,1.566896863,0.973545811,10.290871202,1.271951585,0,1.159451783,5,0.01
6.309808594,571.550102924,-0.23076711,83.998429897,83.998746887,60.649456429,12.853342525,0.182890492,0.00010611,0.04350288,-0.000120379,2.331111473,1.566894898,0.973545811,10.290837128,1.271923103,0,1.159386138,5,0.01
6.319808594,572.14374428,-0.231375025,84.119480166,84.11979837,60.522114035,12.840261092,0.18252032,0.000107301,0.043709872,-0.000139881,2.331111473,1.5668933,0.973545811,10.290809404,1.271894705,0,1.159320633,5,0.01
6.329808594,572.736104633,-0.231983303,84.240442376,84.240761796,60.394907606,12.827232624,0.182150561,0.000107963,0.043919033,-0.000155105,2.331111473,1.566892064,0.973545811,10.290787971,1.271866391,0,1.159255267,5,0.01
6.339808594,573.327185273,-0.232591941,84.361316752,84.36163739,60.267836705,12.814256793,0.181781214,0.000108103,0.044127222,-0.000171365,2.331111473,1.566891186,0.973545811,10.290772745,1.271838161,0,1.159190041,5,0.01
6.349808594,573.916987485,-0.233200941,84.482103526,84.482425385,60.140900896,12.801332893,0.181412279,0.000107748,0.044334087,-0.000187333,2.331111473,1.566890647,0.973545811,10.290763396,1.271810015,0,1.159124954,5,0.01
6.359808594,574.505512547,-0.2338103,84.602802932,84.603126014,60.014099748,12.788460089,0.181043753,0.000106933,0.044537997,-0.000203215,2.331111473,1.566890423,0.973545811,10.290759511,1.271781953,0,1.159060006,5,0.01
6.369808594,575.092761735,-0.234420019,84.723415208,84.723739514,59.887432837,12.775637469,0.180675636,0.000105699,0.044739681,-0.000222746,2.331111473,1.566890487,0.973545811,10.290760623,1.271753974,0,1.158995197,5,0.01
6.379808594,575.678736317,-0.235030096,84.843940594,84.844266128,59.760899741,12.762863857,0.180307927,0.0001041,0.044935801,-0.000243291,2.331111473,1.566890802,0.973545811,10.29076609,1.271726078,0,1.158930527,5,0.01
6.389808594,576.263437557,-0.23564053,84.964379334,84.964706096,59.634500044,12.75013804,0.179940624,0.000102191,0.045128182,-0.000262801,2.331111473,1.56689133,0.973545811,10.290775242,1.271698265,0,1.158865996,5,0.01
6.399808594,576.846866713,-0.236251322,85.084731671,85.085059665,59.508233339,12.737458728,0.179573727,0.000100035,0.045314399,-0.0002786,2.331111473,1.566892028,0.973545811,10.290787356,1.271670535,0,1.158801604,5,0.01
6.409808594,577.429025041,-0.23686247,85.204997852,85.20532708,59.382099222,12.72482426,0.179207235,0.000097715,0.04549347,-0.000292461,2.331111473,1.566892842,0.973545811,10.29080146,1.271642887,0,1.15873735,5,0.01
6.419808594,578.009913788,-0.237473973,85.325178123,85.325508587,59.256097297,12.712233452,0.178841147,0.000095285,0.0456688,-0.000308394,2.331111473,1.566893731,0.973545811,10.290816887,1.271615321,0,1.158673235,5,0.01
6.429808594,578.589534202,-0.23808583,85.445272732,85.445604434,59.130227174,12.699684904,0.178475461,0.000092817,0.045837652,-0.000327206,2.331111473,1.56689465,0.973545811,10.290832824,1.271587836,0,1.158609258,5,0.01
