# KSA64 aligned steady 5 m/s (Up to date)
# 1552 data points written for 20 variables.
#
# [FlightDataType.FlightDataType.TYPE_TIME] (s),[FlightDataType.FlightDataType.TYPE_ALTITUDE] (m),[FlightDataType.FlightDataType.TYPE_POSITION_X] (m),[FlightDataType.FlightDataType.TYPE_POSITION_Y] (m),[FlightDataType.FlightDataType.TYPE_POSITION_XY] (m),[FlightDataType.FlightDataType.TYPE_VELOCITY_TOTAL] (m/s),[FlightDataType.FlightDataType.TYPE_ACCELERATION_TOTAL] (m/s²),[FlightDataType.FlightDataType.TYPE_MACH_NUMBER] (​),[FlightDataType.FlightDataType.TYPE_AOA] (rad),[FlightDataType.FlightDataType.TYPE_PITCH_RATE] (rad/s),[FlightDataType.FlightDataType.TYPE_YAW_RATE] (rad/s),[FlightDataType.FlightDataType.TYPE_MASS] (kg),[FlightDataType.FlightDataType.TYPE_CP_LOCATION] (m),[FlightDataType.FlightDataType.TYPE_CG_LOCATION] (m),[FlightDataType.FlightDataType.TYPE_STABILITY] (​),[FlightDataType.FlightDataType.TYPE_DRAG_COEFF] (​),[FlightDataType.FlightDataType.TYPE_THRUST_FORCE] (N),[FlightDataType.FlightDataType.TYPE_AIR_DENSITY] (kg/m³),[FlightDataType.FlightDataType.TYPE_WIND_VELOCITY] (m/s),[FlightDataType.FlightDataType.TYPE_TIME_STEP] (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0,0,0,0,0,0,0,0.014689081,1.570796327,0,0,2.578407473,NaN,1.044454726,NaN,1.411274723,0,1.224999463,5,0.002
0.002,0,0,0,0,0,0,0.014689081,1.570796327,0,0,2.578194654,NaN,1.044399963,NaN,1.411274723,11.696636364,1.224999463,5,0.002
0.004,0,0,0,0,0,0,0.014689081,1.570796327,0,0,2.577981834,NaN,1.044345191,NaN,1.411274723,23.393272727,1.224999463,5,0.002
0.006,0.000002068,0,-0.00000037,0.00000037,0.003373448,3.830396384,0.014687725,1.570127946,0,0,2.577769015,NaN,1.044290409,NaN,1.411292523,35.089909091,1.224999463,5,0.002
0.008,0.000019418,0,-0.00000185,0.00000185,0.015554447,8.363937893,0.014686163,1.567691477,0,0,2.577556196,NaN,1.044235617,NaN,1.411313048,46.786545455,1.224999461,5,0.002
0.01,0.000070205,0,-0.000004439,0.000004439,0.036813025,12.902069714,0.014684859,1.563438258,0,0,2.577343376,NaN,1.044180815,NaN,1.411330167,58.483181818,1.224999455,5,0.002
0.012,0.000172589,0,-0.000008138,0.000008138,0.067151682,17.441794692,0.014684156,1.557367823,0,0,2.577130557,NaN,1.044126004,NaN,1.411339407,70.179818182,1.224999444,5,0.002
0.014,0.000344732,0,-0.000012947,0.000012947,0.10657204,21.982590563,0.014684539,1.549480463,0,0,2.576917738,NaN,1.044071183,NaN,1.411334387,81.876454545,1.224999424,5,0.002
0.016,0.000604798,0,-0.000018865,0.000018865,0.155075629,26.524292412,0.014686637,1.539777824,0,0,2.576704919,NaN,1.044016352,NaN,1.41130682,93.573090909,1.224999394,5,0.002
0.018,0.000970956,0,-0.000025893,0.000025893,0.212663962,31.066831313,0.014691228,1.528263689,0,0,2.576492099,NaN,1.043961511,NaN,1.411246537,105.269727273,1.224999353,5,0.002
0.02,0.001461376,0,-0.000034031,0.000034031,0.279338541,35.610172784,0.01469923,1.514944922,0,0,2.57627928,NaN,1.043906661,NaN,1.411141521,116.966363636,1.224999297,5,0.002
0.022,0.002094233,0,-0.000043281,0.000043281,0.355100865,40.154296903,0.014711703,1.499832578,0,0,2.576066461,NaN,1.043851801,NaN,1.410977975,128.663,1.224999224,5,0.002
0.024,0.002887704,0,-0.000053645,0.000053645,0.439952429,44.699190437,0.014729846,1.482943146,0,0,2.575853641,NaN,1.043796931,NaN,1.410740415,140.359636364,1.224999134,5,0.002
0.026,0.003859968,0,-0.000065125,0.000065125,0.533894719,49.244843244,0.01475499,1.464299915,0,0,2.575640822,NaN,1.043742051,NaN,1.410411813,152.056272727,1.224999023,5,0.002
0.028,0.005029208,0,-0.000077725,0.000077725,0.636929215,53.791246417,0.014788593,1.443934396,0,0,2.575428003,NaN,1.043687161,NaN,1.409973797,163.752909091,1.224998889,5,0.002
0.03,0.006413611,-0.000000005,-0.000091449,0.000091449,0.749057388,58.338391239,0.014832232,1.421887775,0,0,2.575215184,NaN,1.043632262,NaN,1.409406904,175.449545455,1.224998731,5,0.002
0.032,0.008031365,-0.000000007,-0.000106305,0.000106305,0.870280695,62.886268548,0.014887592,1.39821231,0,0,2.575002364,NaN,1.043577353,NaN,1.408690906,187.146181818,1.224998546,5,0.002
0.034,0.009900661,-0.000000009,-0.000122299,0.000122299,1.000600578,67.434868336,0.014956448,1.372972591,0,0,2.574789545,NaN,1.043522434,NaN,1.407805207,198.842818182,1.224998333,5,0.002
0.036,0.012039695,-0.000000012,-0.000139443,0.000139443,1.140018461,71.984179504,0.015040654,1.346246579,0,0,2.574576726,NaN,1.043467505,NaN,1.406729305,210.539454545,1.224998089,5,0.002
0.038,0.014466664,-0.000000016,-0.000157748,0.000157748,1.288535746,76.534189714,0.015142121,1.318126322,0,0,2.574363907,NaN,1.043412567,NaN,1.405443319,222.236090909,1.224997812,5,0.002
0.04,0.017199767,-0.00000002,-0.000177229,0.000177229,1.446153812,81.084885339,0.015262795,1.288718246,0,0,2.574151087,NaN,1.043357618,NaN,1.403928556,233.932727273,1.2249975,5,0.002
# Event LIFTOFF occurred at t=0.042 seconds
0.042,0.020257208,-0.000000025,-0.000197905,0.000197905,1.61287401,85.635712781,0.015404631,1.25814294,0,0,2.573938268,NaN,1.04330266,NaN,1.402168108,245.629363636,1.224997151,5,0.002
0.044,0.023657192,-0.00000003,-0.000219184,0.000219184,1.788693906,90.187739659,0.015571269,1.226573442,0,0,2.573725449,NaN,1.043247692,NaN,1.400126799,257.326,1.224996763,5,0.002
0.046,0.027415117,-0.000000035,-0.000240464,0.000240464,1.969404071,90.525322893,0.015758357,1.194854275,0,0,2.573512629,NaN,1.043192715,NaN,1.397868851,258.175044444,1.224996334,5,0.002
0.048,0.031535143,-0.00000004,-0.000261743,0.000261743,2.150789841,90.862863644,0.015961705,1.163795594,0,0,2.57329981,NaN,1.043137727,NaN,1.395454211,259.024088889,1.224995863,5,0.002
0.05,0.036018621,-0.000000045,-0.000283022,0.000283022,2.332851017,91.200358186,0.016180893,1.133435603,0,0,2.573086991,NaN,1.04308273,NaN,1.392896219,259.873133333,1.224995351,5,0.002
0.052,0.0408669,-0.000000051,-0.000304302,0.000304302,2.515587425,91.537803463,0.016415483,1.103805639,0,0,2.572874172,NaN,1.043027723,NaN,1.390208334,260.722177778,1.224994798,5,0.002
0.054,0.04608133,-0.000000056,-0.000325581,0.000325581,2.698998905,91.87519703,0.016665015,1.074930396,0,0,2.572661352,NaN,1.042972706,NaN,1.38740394,261.571222222,1.224994203,5,0.002
0.056,0.051663261,-0.000000061,-0.000346861,0.000346861,2.883085309,92.212537003,0.016929017,1.04682827,0,0,2.572448533,NaN,1.042917679,NaN,1.384496182,262.420266667,1.224993565,5,0.002
0.058,0.057614043,-0.000000066,-0.00036814,0.00036814,3.067846495,92.549821995,0.01720701,1.019511773,0,0,2.572235714,NaN,1.042862643,NaN,1.38149782,263.269311111,1.224992886,5,0.002
0.06,0.063935023,-0.000000072,-0.000389419,0.000389419,3.253282326,92.887051069,0.017498512,0.992988006,0,0,2.572022894,NaN,1.042807596,NaN,1.378421116,264.118355556,1.224992165,5,0.002
0.062,0.070627552,-0.000000077,-0.000410699,0.000410699,3.439392668,93.224223682,0.017803041,0.967259174,0,0,2.571810075,NaN,1.04275254,NaN,1.375277742,264.9674,1.2249914,5,0.002
0.064,0.077692978,-0.000000082,-0.000431978,0.000431978,3.626177393,93.56133964,0.018120119,0.942323108,0,0,2.571597256,NaN,1.042697474,NaN,1.372078716,265.816444444,1.224990594,5,0.002
0.066,0.085132649,-0.000000087,-0.000453258,0.000453258,3.813636374,93.898399048,0.018449276,0.918173794,0,0,2.571384437,NaN,1.042642398,NaN,1.368834353,266.665488889,1.224989745,5,0.002
0.068,0.092947913,-0.000000092,-0.000474537,0.000474537,4.001769487,94.23540227,0.01879005,0.894801889,0,0,2.571171617,NaN,1.042587312,NaN,1.365554243,267.514533333,1.224988852,5,0.002
0.07,0.101140119,-0.000000098,-0.000495816,0.000495816,4.190576611,94.572349892,0.019141994,0.872195208,0,0,2.570958798,NaN,1.042532217,NaN,1.36224724,268.363577778,1.224987917,5,0.002
0.072,0.109710615,-0.000000103,-0.000517096,0.000517096,4.380057628,94.909242682,0.01950467,0.850339192,0,0,2.570745979,NaN,1.042477112,NaN,1.358921463,269.212622222,1.224986939,5,0.002
0.074,0.118660747,-0.000000108,-0.000538375,0.000538375,4.570212424,95.246081561,0.019877658,0.829217329,0,0,2.57053316,NaN,1.042421996,NaN,1.355584317,270.061666667,1.224985917,5,0.002
0.076,0.127991864,-0.000000113,-0.000559654,0.000559654,4.761040885,95.582867571,0.020260551,0.808811545,0,0,2.57032034,NaN,1.042366871,NaN,1.352242514,270.910711111,1.224984852,5,0.002
0.078,0.137705312,-0.000000118,-0.000580934,0.000580934,4.952542903,95.919601853,0.020652961,0.789102556,0,0,2.570107521,NaN,1.042311737,NaN,1.3489021,271.759755556,1.224983743,5,0.002
0.08,0.147802439,-0.000000124,-0.000602213,0.000602213,5.144718372,96.256285624,0.021054512,0.770070173,0,0,2.569894702,NaN,1.042256592,NaN,1.345568497,272.6088,1.22498259,5,0.002
0.082,0.158284591,-0.000000129,-0.000623493,0.000623493,5.337567189,96.592920153,0.021464848,0.751693582,0,0,2.569681882,NaN,1.042201437,NaN,1.342246534,273.457844444,1.224981394,5,0.002
0.084,0.169153114,-0.000000134,-0.000644772,0.000644772,5.531089252,96.929506746,0.021883628,0.733951577,0,0,2.569469063,NaN,1.042146273,NaN,1.338940491,274.306888889,1.224980153,5,0.002
0.086,0.180409355,-0.000000139,-0.000666051,0.000666051,5.725284466,97.266046733,0.022310528,0.716822766,0,0,2.569256244,NaN,1.042091099,NaN,1.33565414,275.155933333,1.224978868,5,0.002
0.088,0.192054661,-0.000000144,-0.000687331,0.000687331,5.920152737,97.602541451,0.022745239,0.700285746,0,0,2.569043425,NaN,1.042035914,NaN,1.33239078,276.004977778,1.224977538,5,0.002
0.09,0.204090377,-0.00000015,-0.00070861,0.00070861,6.115693972,97.938992235,0.023187468,0.684319246,0,0,2.568830605,NaN,1.04198072,NaN,1.329153281,276.854022222,1.224976164,5,0.002
0.092,0.216517849,-0.000000155,-0.000729889,0.000729889,6.311908084,98.27540041,0.023636937,0.668902251,0,0,2.568617786,NaN,1.041925517,NaN,1.32594412,277.703066667,1.224974746,5,0.002
0.094,0.229338422,-0.00000016,-0.000751169,0.000751169,6.508794987,98.611767279,0.024093383,0.654014098,0,0,2.568404967,NaN,1.041870303,NaN,1.322765416,278.552111111,1.224973282,5,0.002
0.096,0.242553442,-0.000000165,-0.000772448,0.000772448,6.706354599,98.948094121,0.024556556,0.639634561,0,0,2.568192148,NaN,1.041815079,NaN,1.319618965,279.401155556,1.224971773,5,0.002
0.098,0.256164255,-0.000000171,-0.000793728,0.000793728,6.904586839,99.284382183,0.02502622,0.625743908,0,0,2.567979328,NaN,1.041759846,NaN,1.316506273,280.2502,1.224970219,5,0.002
0.1,0.270172205,-0.000000176,-0.000815007,0.000815007,7.10349163,99.620632677,0.025502151,0.612322952,0,0,2.567766509,NaN,1.041704603,NaN,1.313428582,281.099244444,1.22496862,5,0.002
0.102,0.284578638,-0.000000181,-0.000836286,0.000836286,7.303068898,99.956846775,0.025984138,0.599353086,0,0,2.56755369,NaN,1.041649349,NaN,1.3103869,281.948288889,1.224966976,5,0.002
0.104,0.299384898,-0.000000186,-0.000857566,0.000857566,7.503318569,100.293025608,0.026471982,0.586816309,0,0,2.56734087,NaN,1.041594086,NaN,1.307382025,282.797333333,1.224965285,5,0.002
0.106,0.31459233,-0.000000191,-0.000878845,0.000878845,7.704240574,100.629170264,0.026965494,0.574695241,0,0,2.567128051,NaN,1.041538814,NaN,1.304414571,283.646377778,1.224963549,5,0.002
0.108,0.330202279,-0.000000197,-0.000900124,0.000900124,7.905834844,100.965281786,0.027464495,0.562973129,0,0,2.566915232,NaN,1.041483531,NaN,1.301484982,284.495422222,1.224961767,5,0.002
0.11,0.346216089,-0.000000202,-0.000921404,0.000921404,8.108101314,101.301361172,0.027968817,0.551633853,0,0,2.566702413,NaN,1.041428238,NaN,1.298593559,285.344466667,1.224959939,5,0.002
0.112,0.362635104,-0.000000207,-0.000942683,0.000942683,8.311039919,101.637409372,0.028478302,0.540661918,0,0,2.566489593,NaN,1.041372936,NaN,1.295740472,286.193511111,1.224958065,5,0.002
0.114,0.379460669,-0.000000212,-0.000963963,0.000963963,8.514650597,101.973427293,0.028992797,0.530042452,0,0,2.566276774,NaN,1.041317623,NaN,1.29292578,287.042555556,1.224956144,5,0.002
0.116,0.396694128,-0.000000217,-0.000985242,0.000985242,8.71893329,102.309415794,0.029512162,0.51976119,0,0,2.566063955,NaN,1.041262301,NaN,1.290149438,287.8916,1.224954176,5,0.002
0.118,0.414336825,-0.000000223,-0.001006521,0.001006521,8.923887937,102.64537569,0.030036262,0.509804465,0,0,2.565851135,NaN,1.041206969,NaN,1.287411319,288.740644444,1.224952162,5,0.002
0.12,0.432390103,-0.000000228,-0.001027801,0.001027801,9.129514482,102.981307751,0.030564969,0.500159188,0,0,2.565638316,NaN,1.041151626,NaN,1.284711217,289.589688889,1.224950101,5,0.002
0.122,0.450855306,-0.000000233,-0.00104908,0.00104908,9.33581287,103.317212702,0.031098164,0.490812833,0,0,2.565425497,NaN,1.041096274,NaN,1.282048863,290.438733333,1.224947993,5,0.002
0.124,0.469733778,-0.000000238,-0.001070359,0.001070359,9.542783046,103.653091227,0.031635734,0.481753421,0,0,2.565212678,NaN,1.041040912,NaN,1.279423931,291.287777778,1.224945838,5,0.002
0.126,0.489026862,-0.000000244,-0.001091639,0.001091639,9.750424959,103.988943967,0.03217757,0.472969496,0,0,2.564999858,NaN,1.040985541,NaN,1.276836047,292.136822222,1.224943635,5,0.002
0.128,0.508735902,-0.000000249,-0.001112918,0.001112918,9.958738558,104.324771524,0.032723571,0.46445011,0,0,2.564787039,NaN,1.040930159,NaN,1.274284796,292.985866667,1.224941385,5,0.002
0.13,0.528862241,-0.000000254,-0.001134198,0.001134198,10.167723791,104.660574459,0.033273641,0.456184801,0,0,2.56457422,NaN,1.040874767,NaN,1.27176973,293.834911111,1.224939088,5,0.002
0.132,0.549407223,-0.000000259,-0.001155477,0.001155477,10.37738061,104.996353295,0.033827689,0.448163575,0,0,2.564361401,NaN,1.040819366,NaN,1.26929037,294.683955556,1.224936742,5,0.002
0.134,0.570372189,-0.000000264,-0.001176756,0.001176756,10.587708967,105.332108518,0.034385628,0.440376886,0,0,2.564148581,NaN,1.040763954,NaN,1.266846216,295.533,1.224934349,5,0.002
0.136,0.591758267,-0.00000027,-0.001198036,0.001198036,10.798382371,105.341376012,0.034946506,0.432827123,0,0,2.563935762,NaN,1.040708533,NaN,1.264632177,295.545043478,1.224931907,5,0.002
0.138,0.61356571,-0.000000275,-0.001219315,0.001219315,11.009073995,105.350335561,0.035509362,0.425515651,0,0,2.563722943,NaN,1.040653102,NaN,1.264646556,295.557086957,1.224929418,5,0.002
0.14,0.635794554,-0.00000028,-0.001240594,0.001240595,11.219783466,105.359219411,0.036074105,0.418432119,0,0,2.563510123,NaN,1.040597661,NaN,1.264661047,295.569130435,1.22492688,5,0.002
0.142,0.658444836,-0.000000285,-0.001261874,0.001261874,11.430510633,105.368028434,0.03664065,0.411566717,0,0,2.563297304,NaN,1.040542209,NaN,1.264675649,295.581173913,1.224924294,5,0.002
0.144,0.681516589,-0.00000029,-0.001283153,0.001283153,11.641255348,105.376763462,0.037208918,0.404910144,0,0,2.563084485,NaN,1.040486748,NaN,1.264690363,295.593217391,1.22492166,5,0.002
0.146,0.705009849,-0.000000296,-0.001304433,0.001304433,11.852017462,105.385425292,0.037778833,0.398453583,0,0,2.562871666,NaN,1.040431277,NaN,1.264705188,295.60526087,1.224918978,5,0.002
0.148,0.728924651,-0.000000301,-0.001325712,0.001325712,12.062796831,105.394014685,0.038350323,0.392188673,0,0,2.562658846,NaN,1.040375797,NaN,1.264720126,295.617304348,1.224916248,5,0.002
0.15,0.753261029,-0.000000306,-0.001346991,0.001346991,12.273593309,105.40253237,0.03892332,0.38610748,0,0,2.562446027,NaN,1.040320306,NaN,1.264735176,295.629347826,1.22491347,5,0.002
0.152,0.778019017,-0.000000311,-0.001368271,0.001368271,12.484406754,105.410979045,0.039497763,0.380202473,0,0,2.562233208,NaN,1.040264805,NaN,1.264750338,295.641391304,1.224910643,5,0.002
0.154,0.803198649,-0.000000316,-0.00138955,0.00138955,12.695237025,105.419355376,0.040073589,0.374466504,0,0,2.562020388,NaN,1.040209294,NaN,1.264765612,295.653434783,1.224907769,5,0.002
0.156,0.828799959,-0.000000322,-0.00141083,0.00141083,12.906083981,105.427662003,0.040650743,0.368892782,0,0,2.561807569,NaN,1.040153774,NaN,1.264781,295.665478261,1.224904846,5,0.002
0.158,0.854822979,-0.000000327,-0.001432109,0.001432109,13.116947483,105.435899535,0.041229171,0.363474855,0,0,2.56159475,NaN,1.040098243,NaN,1.264796501,295.677521739,1.224901875,5,0.002
0.16,0.881267742,-0.000000332,-0.001453388,0.001453388,13.327827394,105.444068559,0.041808821,0.35820659,0,0,2.561381931,NaN,1.040042703,NaN,1.264812115,295.689565217,1.224898856,5,0.002
0.162,0.908134282,-0.000000337,-0.001474668,0.001474668,13.538723578,105.452169634,0.042389644,0.353082153,0,0,2.561169111,NaN,1.039987152,NaN,1.264827844,295.701608696,1.224895789,5,0.002
0.164,0.935422631,-0.000000343,-0.001495947,0.001495947,13.749635898,105.460203295,0.042971597,0.348095995,0,0,2.560956292,NaN,1.039931592,NaN,1.264843686,295.713652174,1.224892673,5,0.002
0.166,0.96313282,-0.000000348,-0.001517226,0.001517226,13.96056422,105.468170057,0.043554633,0.343242837,0,0,2.560743473,NaN,1.039876021,NaN,1.264859644,295.725695652,1.22488951,5,0.002
0.168,0.991264882,-0.000000353,-0.001538506,0.001538506,14.171508411,105.476070411,0.044138713,0.338517647,0,0,2.560530654,NaN,1.039820441,NaN,1.264875716,295.73773913,1.224886298,5,0.002
0.17,1.019818848,-0.000000358,-0.001559785,0.001559785,14.382468338,105.483904827,0.044723797,0.333915638,0,0,2.560317834,NaN,1.039764851,NaN,1.264891904,295.749782609,1.224883038,5,0.002
0.172,1.04879475,-0.000000363,-0.001581065,0.001581065,14.593443871,105.491673758,0.045309848,0.329432245,0,0,2.560105015,NaN,1.039709251,NaN,1.264908208,295.761826087,1.22487973,5,0.002
0.174,1.078192618,-0.000000369,-0.001602344,0.001602344,14.804434878,105.499377636,0.04589683,0.325063115,0,0,2.559892196,NaN,1.03965364,NaN,1.264924628,295.773869565,1.224876374,5,0.002
0.176,1.108012484,-0.000000374,-0.001623623,0.001623623,15.015441229,105.507016875,0.046484709,0.320804099,0,0,2.559679376,NaN,1.03959802,NaN,1.264941164,295.785913043,1.224872969,5,0.002
0.178,1.138254378,-0.000000379,-0.001644903,0.001644903,15.226462796,105.514591873,0.047073454,0.316651238,0,0,2.559466557,NaN,1.03954239,NaN,1.264957818,295.797956522,1.224869517,5,0.002
0.18,1.168918331,-0.000000384,-0.001666182,0.001666182,15.437499451,105.52210301,0.047663033,0.312600752,0,0,2.559253738,NaN,1.03948675,NaN,1.264974589,295.81,1.224866016,5,0.002
0.182,1.200004371,-0.000000389,-0.001687461,0.001687461,15.648551065,105.529550653,0.048253417,0.308649032,0,0,2.559040919,NaN,1.0394311,NaN,1.264991478,295.822043478,1.224862467,5,0.002
0.184,1.23151253,-0.000000395,-0.001708741,0.001708741,15.859617513,105.536935151,0.048844579,0.304792631,0,0,2.558828099,NaN,1.03937544,NaN,1.265008485,295.834086957,1.22485887,5,0.002
0.186,1.263442837,-0.0000004,-0.00173002,0.00173002,16.070698669,105.544256841,0.049436492,0.301028253,0,0,2.55861528,NaN,1.03931977,NaN,1.265025612,295.846130435,1.224855225,5,0.002
0.188,1.295795321,-0.000000405,-0.0017513,0.0017513,16.281794406,105.551516046,0.050029131,0.297352749,0,0,2.558402461,NaN,1.03926409,NaN,1.265042857,295.858173913,1.224851531,5,0.002
0.19,1.32857001,-0.00000041,-0.001772579,0.001772579,16.492904607,105.558723925,0.050622471,0.293763107,0,0,2.558189641,NaN,1.0392084,NaN,1.265060222,295.870217391,1.224847789,5,0.002
0.192,1.361766935,-0.000000416,-0.001793858,0.001793858,16.704029193,105.565900588,0.051216489,0.290256442,0,0,2.557976822,NaN,1.0391527,NaN,1.265077707,295.88226087,1.224843999,5,0.002
0.194,1.395386123,-0.000000421,-0.001815138,0.001815138,16.915168102,105.573045134,0.051811164,0.286829995,0,0,2.557764003,NaN,1.03909699,NaN,1.265095312,295.894304348,1.224840161,5,0.002
0.196,1.429427603,-0.000000426,-0.001836417,0.001836417,17.126321268,105.580156206,0.052406474,0.283481123,0,0,2.557551184,NaN,1.03904127,NaN,1.265113039,295.906347826,1.224836275,5,0.002
0.198,1.463891404,-0.000000431,-0.001857696,0.001857696,17.337488622,105.587232509,0.0530024,0.280207296,0,0,2.557338364,NaN,1.038985541,NaN,1.265130886,295.918391304,1.22483234,5,0.002
0.2,1.498777554,-0.000000436,-0.001878976,0.001878976,17.548670094,105.594272804,0.053598921,0.277006087,0,0,2.557125545,NaN,1.038929801,NaN,1.265148855,295.930434783,1.224828357,5,0.002
0.202,1.534086081,-0.000000442,-0.001900255,0.001900255,17.759865611,105.60127591,0.05419602,0.273875171,0,0,2.556912726,NaN,1.038874051,NaN,1.265166947,295.942478261,1.224824326,5,0.002
0.204,1.569817013,-0.000000447,-0.001921535,0.001921535,17.971075096,105.608240696,0.05479368,0.270812319,0,0,2.556699907,NaN,1.038818291,NaN,1.265185161,295.954521739,1.224820247,5,0.002
0.206,1.605970378,-0.000000452,-0.001942814,0.001942814,18.182298473,105.615166081,0.055391882,0.267815392,0,0,2.556487087,NaN,1.038762521,NaN,1.265203497,295.966565217,1.224816119,5,0.002
0.208,1.642546204,-0.000000457,-0.001964093,0.001964093,18.393535661,105.62205103,0.055990611,0.264882338,0,0,2.556274268,NaN,1.038706741,NaN,1.265221957,295.978608696,1.224811943,5,0.002
0.21,1.679544518,-0.000000462,-0.001985373,0.001985373,18.604786579,105.62889455,0.056589851,0.262011185,0,0,2.556061449,NaN,1.038650951,NaN,1.265240541,295.990652174,1.224807719,5,0.002
0.212,1.716965347,-0.000000468,-0.002006652,0.002006652,18.816051142,105.635695693,0.057189588,0.259200042,0,0,2.555848629,NaN,1.038595151,NaN,1.265259249,296.002695652,1.224803447,5,0.002
# Event LAUNCHROD occurred at t=0.214 seconds
0.214,1.754808719,-0.000000473,-0.002027931,0.002027932,19.027329265,105.683910442,0.057789806,0.256447091,0,0,2.55563581,1.435619239,1.038539342,6.886813587,1.265278081,296.01473913,1.224799126,5,0.003
0.217,1.812366105,-0.000000492,-0.002073211,0.002073211,19.344278996,105.694943084,0.058684469,0.25197092,0.013140494,-0.000000012,2.555316581,1.437305385,1.038455608,6.917509755,1.265306356,296.032804348,1.224792555,5,0.0045
0.2215,1.900485102,-0.000000562,-0.002191563,0.002191563,19.819769115,105.711315526,0.060028648,0.245424723,0.033188888,0.000000049,2.554837738,1.439802698,1.038329965,6.963001371,1.265349301,296.059902174,1.224782495,5,0.0045
0.226,1.990743884,-0.000000683,-0.002370934,0.002370934,20.295337948,105.727469,0.061375343,0.239064324,0.053630295,0.000000145,2.554358894,1.442265342,1.038204272,7.007892569,1.265392888,296.087,1.22477219,5,0.00675
0.23275,2.130145188,-0.000000963,-0.002755053,0.002755053,21.008990403,105.79615558,0.063400304,0.229834686,0.084996092,0.00000035,2.553640629,1.44590348,1.038015636,7.074262782,1.265459502,296.24232337,1.224756274,5,0.01
0.24275,2.345523358,-0.000001602,-0.003577459,0.003577459,22.067135779,105.89696017,0.066411135,0.216750951,0.132905148,0.000000799,2.552576533,1.451194817,1.037735966,7.170884366,1.26556096,296.472432065,1.224731684,5,0.01
0.25275,2.571487042,-0.00000252,-0.004697081,0.004697082,23.126332784,105.996582344,0.0694342,0.204249453,0.182344216,0.000001838,2.551512437,1.456401568,1.037456045,7.266043271,1.26566578,296.702540761,1.224705885,5,0.01
0.26275,2.80804654,-0.000003728,-0.006101663,0.006101664,24.186576303,106.094990077,0.072468774,0.192214338,0.233065409,0.000003112,2.55044834,1.461557591,1.037175873,7.360326721,1.265774017,296.932649457,1.224678876,5,0.01
0.27275,3.055212201,-0.000005237,-0.007771722,0.007771724,25.247857336,106.192169595,0.075514253,0.180549228,0.284783759,0.000004979,2.549384244,1.466693397,1.036895448,7.454263923,1.265885724,297.162758152,1.224650656,5,0.01
0.28275,3.312994384,-0.000007061,-0.009680213,0.009680216,26.310161976,106.288124696,0.078570118,0.169174419,0.337176925,0.00000755,2.548320148,1.471836242,1.036614771,7.548327559,1.266000953,297.392866848,1.224621224,5,0.01
0.29275,3.581403409,-0.00000921,-0.011792235,0.011792238,27.373470311,106.382875958,0.081635918,0.158024717,0.389885411,0.000010869,2.547256051,1.477010159,1.036333842,7.642934496,1.266119752,297.622975543,1.224590577,5,0.01
0.30275,3.860449482,-0.000011697,-0.014064771,0.014064776,28.43775527,106.47645959,0.084711245,0.14704775,0.442512502,0.000014953,2.546191955,1.482235962,1.03605266,7.738445699,1.266242167,297.853084239,1.224558716,5,0.01
0.31275,4.150142609,-0.000014533,-0.016446492,0.016446498,29.502981485,106.568925699,0.08779572,0.136202646,0.494627419,0.000020112,2.545127858,1.487531182,1.035771225,7.835165229,1.266368242,298.083192935,1.224525639,5,0.00525
0.318,4.306496927,-0.000016167,-0.017720799,0.017720806,30.062587368,106.61704341,0.089418607,0.130551109,0.521627654,0.000023264,2.544569208,1.490343868,1.03562337,7.886511807,1.266435909,298.204,1.224507786,5,0.007875
0.325875,4.546536897,-0.000018808,-0.019636941,0.01963695,30.901740267,106.510164123,0.091855309,0.122121631,0.561469398,0.000028404,2.543731232,1.494608337,1.035401457,7.964322041,1.266539247,297.930825,1.224480378,5,0.01
0.335875,4.860867911,-0.0000225,-0.022028454,0.022028466,31.966036487,106.373505569,0.094951005,0.111491104,0.610572202,0.000036169,2.542667135,1.500106991,1.035119436,8.064580025,1.266673556,297.583936111,1.224444486,5,0.01
0.345875,5.185835535,-0.000026584,-0.024299889,0.024299903,33.028818781,106.235873352,0.098047975,0.100932611,0.657515858,0.000046337,2.541603039,1.505705,1.03483716,8.166565614,1.266811327,297.237047222,1.224407379,5,0.01
0.355875,5.521424662,-0.000031073,-0.026364531,0.026364549,34.090006057,106.097348763,0.101145797,0.090443145,0.70175643,0.000059149,2.540538943,1.51140491,1.03455463,8.270322944,1.266952564,296.890158333,1.224369059,5,0.01
0.365875,5.867619159,-0.00003598,-0.028127799,0.028127822,35.149505718,105.958006218,0.104244032,0.08002765,0.742736927,0.000076012,2.539474846,1.517204941,1.034271845,8.375821165,1.267097268,296.543269444,1.224329527,5,0.01
0.375875,6.224401676,-0.00004132,-0.029487599,0.029487628,36.207214054,105.817907269,0.107342206,0.069698474,0.779897082,0.000097771,2.53841075,1.523098761,1.033988804,8.482950448,1.267245435,296.196380556,1.224288786,5,0.01
0.385875,6.591753453,-0.000047109,-0.030334771,0.030334808,37.263017147,105.677094721,0.11043982,0.059474856,0.812679617,0.000127319,2.537346654,1.529075252,1.033705509,8.591517964,1.267397056,295.849491667,1.224246837,5,0.01
