# KSA64 aligned calm (Up to date)
# 1558 data points written for 20 variables.
#
# [FlightDataType.FlightDataType.TYPE_TIME] (s),[FlightDataType.FlightDataType.TYPE_ALTITUDE] (m),[FlightDataType.FlightDataType.TYPE_POSITION_X] (m),[FlightDataType.FlightDataType.TYPE_POSITION_Y] (m),[FlightDataType.FlightDataType.TYPE_POSITION_XY] (m),[FlightDataType.FlightDataType.TYPE_VELOCITY_TOTAL] (m/s),[FlightDataType.FlightDataType.TYPE_ACCELERATION_TOTAL] (m/s²),[FlightDataType.FlightDataType.TYPE_MACH_NUMBER] (​),[FlightDataType.FlightDataType.TYPE_AOA] (rad),[FlightDataType.FlightDataType.TYPE_PITCH_RATE] (rad/s),[FlightDataType.FlightDataType.TYPE_YAW_RATE] (rad/s),[FlightDataType.FlightDataType.TYPE_MASS] (kg),[FlightDataType.FlightDataType.TYPE_CP_LOCATION] (m),[FlightDataType.FlightDataType.TYPE_CG_LOCATION] (m),[FlightDataType.FlightDataType.TYPE_STABILITY] (​),[FlightDataType.FlightDataType.TYPE_DRAG_COEFF] (​),[FlightDataType.FlightDataType.TYPE_THRUST_FORCE] (N),[FlightDataType.FlightDataType.TYPE_AIR_DENSITY] (kg/m³),[FlightDataType.FlightDataType.TYPE_WIND_VELOCITY] (m/s),[FlightDataType.FlightDataType.TYPE_TIME_STEP] (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
2.789808594,273.122382401,-0.0523598,-0.000012997,0.052359801,118.840061962,21.972463822,0.350237206,0.000001451,0,0,2.331111473,1.567488869,0.973545811,10.301138743,1.290260374,0,1.193626528,0,0.01
2.799808594,274.309685111,-0.052778725,-0.000012871,0.052778726,118.620573627,21.925249501,0.349595164,0.000001738,0,0,2.331111473,1.567486024,0.973545811,10.30108941,1.290168761,0,1.193489296,0,0.01
2.809808594,275.494795295,-0.053198732,-0.000012798,0.053198734,118.401556422,21.878237229,0.348954483,0.000001946,0,0,2.331111473,1.567483244,0.973545811,10.301041193,1.290077507,0,1.19335231,0,0.01
2.819808594,276.677717654,-0.05361981,-0.000012788,0.053619811,118.183008335,21.831425876,0.348315159,0.000002017,0,0,2.331111473,1.567480567,0.973545811,10.30099476,1.289986611,0,1.19321557,0,0.01
2.829808594,277.858456869,-0.054041945,-0.000012843,0.054041947,117.96492736,21.784814334,0.347677185,0.000001922,0,0,2.331111473,1.567478013,0.973545811,10.300950462,1.28989607,0,1.193079074,0,0.01
2.839808594,279.0370176,-0.054465129,-0.000012961,0.054465131,117.747311506,21.738401493,0.347040556,0.000001636,0,0,2.331111473,1.567475598,0.973545811,10.300908584,1.289805884,0,1.192942824,0,0.01
2.849808594,280.21340449,-0.054889357,-0.000013134,0.054889358,117.530158791,21.692186232,0.346405265,0.000001203,0,0,2.331111473,1.567473293,0.973545811,10.300868609,1.28971605,0,1.192806817,0,0.01
2.859808594,281.38762216,-0.055314626,-0.000013348,0.055314628,117.313467247,21.64616771,0.345771308,0.000000633,0,0,2.331111473,1.567471092,0.973545811,10.300830429,1.289626565,0,1.192671054,0,0.01
2.869808594,282.559675211,-0.05574095,-0.00001358,0.055740952,117.097234913,21.600344065,0.345138679,0.000000077,0,0,2.331111473,1.567468891,0.973545811,10.300792255,1.28953743,0,1.192535534,0,0.01
2.879808594,283.729568227,-0.056168342,-0.000013819,0.056168344,116.881459842,21.554714992,0.344507371,0.000000563,0,0,2.331111473,1.567465996,0.973545811,10.300742046,1.28944864,0,1.192400256,0,0.01
2.889808594,284.897305769,-0.056596822,-0.000014058,0.056596824,116.666140096,21.50927894,0.343877379,0.000001131,0,0,2.331111473,1.567463055,0.973545811,10.300691042,1.289360196,0,1.192265221,0,0.01
2.899808594,286.062892383,-0.057026375,-0.000014276,0.057026377,116.451273749,21.464035081,0.343248699,0.000001657,0,0,2.331111473,1.567460153,0.973545811,10.300640703,1.289272094,0,1.192130427,0,0.01
2.909808594,287.226332591,-0.05745699,-0.00001445,0.057456992,116.236858886,21.418982272,0.342621323,0.000002092,0,0,2.331111473,1.567457322,0.973545811,10.300591614,1.289184334,0,1.191995874,0,0.01
2.919808594,288.387630899,-0.05788867,-0.000014566,0.057888672,116.0228936,21.374119452,0.341995248,0.000002415,0,0,2.331111473,1.567454577,0.973545811,10.300544008,1.289096912,0,1.191861562,0,0.01
2.929808594,289.546791794,-0.058321416,-0.000014616,0.058321418,115.809375997,21.329445564,0.341370466,0.00000263,0,0,2.331111473,1.567451915,0.973545811,10.300497839,1.289009829,0,1.19172749,0,0.01
2.939808594,290.703819743,-0.058755231,-0.000014592,0.058755233,115.596304193,21.284959557,0.340746974,0.00000266,0,0,2.331111473,1.567449389,0.973545811,10.300454022,1.288923081,0,1.191593658,0,0.01
2.949808594,291.858719194,-0.059190114,-0.000014494,0.059190116,115.383676315,21.240660401,0.340124765,0.000002494,0,0,2.331111473,1.567447005,0.973545811,10.300412675,1.288836667,0,1.191460065,0,0.01
2.959808594,293.011494578,-0.059626062,-0.000014324,0.059626063,115.171490498,21.196547084,0.339503833,0.000002173,0,0,2.331111473,1.567444736,0.973545811,10.300373319,1.288750586,0,1.19132671,0,0.01
2.969808594,294.162150306,-0.060063072,-0.000014094,0.060063073,114.959744889,21.152618578,0.338884175,0.000001751,0,0,2.331111473,1.567442545,0.973545811,10.300335318,1.288664835,0,1.191193594,0,0.01
2.979808594,295.310690771,-0.06050114,-0.000013818,0.060501142,114.748437645,21.108873874,0.338265784,0.000001298,0,0,2.331111473,1.567440384,0.973545811,10.300297847,1.288579414,0,1.191060716,0,0.01
2.989808594,296.457120347,-0.060940268,-0.000013521,0.06094027,114.537566934,21.06531197,0.337648655,0.000000971,0,0,2.331111473,1.567438148,0.973545811,10.300259068,1.288494319,0,1.190928075,0,0.01
2.999808594,297.60144339,-0.061380451,-0.000013223,0.061380452,114.327130931,21.021931871,0.337032783,0.000000996,0,0,2.331111473,1.567435684,0.973545811,10.300216327,1.288409551,0,1.19079567,0,0.01
3.009808594,298.743664239,-0.06182168,-0.000012931,0.061821682,114.117127824,20.978732578,0.336418163,0.000001321,0,0,2.331111473,1.567433026,0.973545811,10.300170222,1.288325106,0,1.190663502,0,0.01
3.019808594,299.883787212,-0.06226395,-0.000012662,0.062263951,113.90755581,20.935713113,0.335804789,0.000001741,0,0,2.331111473,1.567430313,0.973545811,10.300123171,1.288240983,0,1.190531571,0,0.01
3.029808594,301.021816614,-0.062707247,-0.000012439,0.062707248,113.698413096,20.892872498,0.335192656,0.000002089,0,0,2.331111473,1.567427658,0.973545811,10.300077127,1.288157181,0,1.190399874,0,0.01
3.039808594,302.157756726,-0.063151562,-0.000012275,0.063151564,113.489697896,20.850209769,0.334581759,0.000002306,0,0,2.331111473,1.567425102,0.973545811,10.300032792,1.288073698,0,1.190268412,0,0.01
3.049808594,303.291611816,-0.063596889,-0.000012179,0.06359689,113.281408439,20.80772396,0.333972093,0.000002361,0,0,2.331111473,1.567422664,0.973545811,10.299990508,1.287990533,0,1.190137185,0,0.01
3.059808594,304.423386133,-0.064043218,-0.000012154,0.064043219,113.073542958,20.765414118,0.333363653,0.000002252,0,0,2.331111473,1.567420347,0.973545811,10.299950325,1.287907683,0,1.190006193,0,0.01
3.069808594,305.553083907,-0.064490543,-0.000012199,0.064490544,112.8660997,20.723279289,0.332756434,0.000001973,0,0,2.331111473,1.567418154,0.973545811,10.299912292,1.287825147,0,1.189875433,0,0.01
3.079808594,306.680709351,-0.064938856,-0.000012305,0.064938857,112.659076918,20.68131854,0.332150431,0.000001563,0,0,2.331111473,1.56741606,0.973545811,10.299875968,1.287742924,0,1.189744907,0,0.01
3.089808594,307.806266662,-0.065388152,-0.000012461,0.065388154,112.452472878,20.639530944,0.331545638,0.000001053,0,0,2.331111473,1.567414042,0.973545811,10.299840969,1.287661011,0,1.189614614,0,0.01
3.099808594,308.929760019,-0.065838427,-0.000012652,0.065838428,112.246285851,20.597915806,0.330942051,0.000000506,0,0,2.331111473,1.567412058,0.973545811,10.29980656,1.287579408,0,1.189484553,0,0.01
3.109808594,310.051193582,-0.066289686,-0.000012855,0.066289687,112.040514122,20.556471682,0.330339665,0.00000044,0,0,2.331111473,1.567409758,0.973545811,10.299766676,1.287498113,0,1.189354723,0,0.01
3.119808594,311.170571498,-0.066741927,-0.00001306,0.066741928,111.835155981,20.515197746,0.329738475,0.000000906,0,0,2.331111473,1.567407106,0.973545811,10.299720683,1.287417124,0,1.189225125,0,0.01
3.129808594,312.287897892,-0.067195142,-0.000013245,0.067195143,111.630209729,20.474093492,0.329138476,0.000001415,0,0,2.331111473,1.567404434,0.973545811,10.299674344,1.28733644,0,1.189095758,0,0.01
3.139808594,313.403176875,-0.06764933,-0.000013394,0.067649332,111.425673677,20.433157789,0.328539662,0.000001821,0,0,2.331111473,1.567401841,0.973545811,10.299629373,1.287256059,0,1.188966622,0,0.01
3.149808594,314.516412542,-0.068104496,-0.000013494,0.068104497,111.221546144,20.392389735,0.32794203,0.000002098,0,0,2.331111473,1.567399345,0.973545811,10.299586079,1.28717598,0,1.188837716,0,0.01
3.159808594,315.627608968,-0.068560639,-0.000013536,0.068560641,111.017825457,20.351788438,0.327345575,0.000002258,0,0,2.331111473,1.567396936,0.973545811,10.299544303,1.287096201,0,1.188709039,0,0.01
3.169808594,316.736770213,-0.069017765,-0.000013516,0.069017766,110.814509954,20.311353005,0.326750291,0.000002246,0,0,2.331111473,1.567394653,0.973545811,10.299504705,1.287016721,0,1.188580591,0,0.01
3.179808594,317.843900323,-0.069475874,-0.000013433,0.069475875,110.61159798,20.27108256,0.326156174,0.000002111,0,0,2.331111473,1.567392462,0.973545811,10.299466708,1.286937538,0,1.188452373,0,0.01
3.189808594,318.949003323,-0.069934971,-0.000013292,0.069934972,110.40908789,20.230976222,0.325563219,0.000001907,0,0,2.331111473,1.567390327,0.973545811,10.299429664,1.28685865,0,1.188324382,0,0.01
3.199808594,320.052083224,-0.070395058,-0.000013101,0.070395059,110.206978047,20.19103312,0.324971421,0.000001655,0,0,2.331111473,1.567388232,0.973545811,10.299393343,1.286780057,0,1.188196619,0,0.01
3.209808594,321.15314402,-0.070856137,-0.000012873,0.070856138,110.005266822,20.151252394,0.324380777,0.000001436,0,0,2.331111473,1.567386124,0.973545811,10.299356781,1.286701756,0,1.188069084,0,0.01
3.219808594,322.25218969,-0.071318213,-0.000012628,0.071318214,109.803952598,20.111633174,0.32379128,0.000001318,0,0,2.331111473,1.567383956,0.973545811,10.299319175,1.286623747,0,1.187941776,0,0.01
3.229808594,323.349224195,-0.071781284,-0.000012382,0.071781286,109.603033761,20.072174625,0.323202926,0.000001383,0,0,2.331111473,1.567381673,0.973545811,10.29927958,1.286546028,0,1.187814695,0,0.01
3.239808594,324.444251482,-0.072245348,-0.00001214,0.072245349,109.40250871,20.032875901,0.322615711,0.000001627,0,0,2.331111473,1.567379277,0.973545811,10.299238023,1.286468597,0,1.18768784,0,0.01
3.249808594,325.537275479,-0.0727104,-0.000011917,0.072710401,109.202375851,19.993736162,0.32202963,0.000001948,0,0,2.331111473,1.567376837,0.973545811,10.299195707,1.286391453,0,1.18756121,0,0.01
3.259808594,326.628300102,-0.073176437,-0.00001173,0.073176438,109.002633598,19.954754567,0.321444679,0.000002249,0,0,2.331111473,1.567374419,0.973545811,10.299153767,1.286314595,0,1.187434806,0,0.01
3.269808594,327.717329248,-0.073643452,-0.000011594,0.073643453,108.803280373,19.915930287,0.320860853,0.000002447,0,0,2.331111473,1.56737208,0.973545811,10.299113199,1.286238021,0,1.187308627,0,0.01
3.279808594,328.8043668,-0.07411144,-0.000011517,0.074111441,108.604314607,19.877262494,0.320278147,0.00000251,0,0,2.331111473,1.56736984,0.973545811,10.299074343,1.286161729,0,1.187182672,0,0.01
3.289808594,329.889416625,-0.074580392,-0.000011505,0.074580393,108.40573474,19.838750388,0.319696557,0.000002437,0,0,2.331111473,1.5673677,0.973545811,10.299037238,1.286085719,0,1.187056942,0,0.01
3.299808594,330.972482573,-0.075050298,-0.000011559,0.075050299,108.207539218,19.800393171,0.319116079,0.000002218,0,0,2.331111473,1.567365669,0.973545811,10.299002004,1.286009989,0,1.186931435,0,0.01
3.309808594,332.053568481,-0.07552115,-0.000011676,0.075521151,108.009726497,19.762190044,0.318536707,0.000001862,0,0,2.331111473,1.567363737,0.973545811,10.298968507,1.285934538,0,1.186806152,0,0.01
3.319808594,333.132678168,-0.07599294,-0.000011847,0.075992941,107.81229504,19.724140205,0.317958439,0.000001407,0,0,2.331111473,1.567361881,0.973545811,10.298936318,1.285859364,0,1.186681091,0,0.01
3.329808594,334.209815441,-0.076465661,-0.000012061,0.076465662,107.615243318,19.686243109,0.317381268,0.000000896,0,0,2.331111473,1.567360072,0.973545811,10.298904941,1.285784466,0,1.186556253,0,0.01
3.339808594,335.284984087,-0.076939317,-0.000012296,0.076939318,107.41856981,19.648497343,0.316805191,0.000000385,0,0,2.331111473,1.567358271,0.973545811,10.298873696,1.285709843,0,1.186431637,0,0.01
3.349808594,336.358187883,-0.0774139,-0.000012542,0.077413901,107.222273003,19.610902605,0.316230203,0.00000033,0,0,2.331111473,1.567356168,0.973545811,10.298837228,1.285635493,0,1.186307242,0,0.01
3.359808594,337.429430588,-0.077889405,-0.000012789,0.077889406,107.026351393,19.573458147,0.315656301,0.000000848,0,0,2.331111473,1.567353685,0.973545811,10.298794165,1.285561414,0,1.186183069,0,0.01
3.369808594,338.498715945,-0.078365833,-0.000013027,0.078365834,106.830803481,19.536162621,0.315083479,0.00000136,0,0,2.331111473,1.567351214,0.973545811,10.298751317,1.285487607,0,1.186059117,0,0.01
3.379808594,339.566047685,-0.078843172,-0.000013234,0.078843173,106.635627778,19.499015987,0.314511734,0.000001765,0,0,2.331111473,1.567348824,0.973545811,10.298709859,1.285414068,0,1.185935385,0,0.01
3.389808594,340.631429522,-0.07932142,-0.000013397,0.079321422,106.440822801,19.462017183,0.313941061,0.000002057,0,0,2.331111473,1.567346518,0.973545811,10.298669864,1.285340798,0,1.185811873,0,0.01
3.399808594,341.694865157,-0.079800577,-0.000013509,0.079800578,106.246387078,19.425165442,0.313371455,0.00000224,0,0,2.331111473,1.567344294,0.973545811,10.298631292,1.285267794,0,1.185688581,0,0.01
3.409808594,342.756358273,-0.080280643,-0.000013564,0.080280644,106.052319139,19.388460017,0.312802914,0.000002264,0,0,2.331111473,1.567342186,0.973545811,10.298594728,1.285195056,0,1.185565508,0,0.01
3.419808594,343.815912543,-0.080761617,-0.000013559,0.080761618,105.858617527,19.351900163,0.312235432,0.000002127,0,0,2.331111473,1.567340194,0.973545811,10.298560181,1.285122582,0,1.185442654,0,0.01
3.429808594,344.873531621,-0.081243501,-0.000013497,0.081243502,105.66528079,19.315485141,0.311669005,0.000001862,0,0,2.331111473,1.567338297,0.973545811,10.298527284,1.285050371,0,1.185320018,0,0.01
3.439808594,345.92921915,-0.081726297,-0.000013385,0.081726298,105.472307481,19.279214209,0.311103629,0.000001544,0,0,2.331111473,1.567336444,0.973545811,10.298495137,1.284978421,0,1.185197601,0,0.01
3.449808594,346.982978756,-0.082210008,-0.000013233,0.082210009,105.279696166,19.243086627,0.3105393,0.000001276,0,0,2.331111473,1.567334565,0.973545811,10.298462549,1.284906732,0,1.185075401,0,0.01
3.459808594,348.034814053,-0.082694637,-0.000013053,0.082694638,105.087445413,19.207101667,0.309976014,0.000001137,0,0,2.331111473,1.567332605,0.973545811,10.298428563,1.284835302,0,1.184953419,0,0.01
3.469808594,349.084728638,-0.083180192,-0.00001286,0.083180193,104.895553801,19.171258594,0.309413766,0.000001243,0,0,2.331111473,1.567330488,0.973545811,10.298391838,1.28476413,0,1.184831653,0,0.01
3.479808594,350.132726096,-0.083666678,-0.000012668,0.083666679,104.704019913,19.135556688,0.308852554,0.000001525,0,0,2.331111473,1.567328258,0.973545811,10.298353165,1.284693214,0,1.184710104,0,0.01
3.489808594,351.178809997,-0.084154092,-0.000012482,0.084154093,104.512842342,19.099995236,0.308292371,0.000001878,0,0,2.331111473,1.567325988,0.973545811,10.298313796,1.284622554,0,1.184588771,0,0.01
3.499808594,352.222983898,-0.084642435,-0.000012317,0.084642436,104.322019686,19.064573525,0.307733215,0.000002198,0,0,2.331111473,1.567323747,0.973545811,10.298274936,1.284552148,0,1.184467654,0,0.01
3.509808594,353.26525134,-0.085131702,-0.000012189,0.085131703,104.131550552,19.029290843,0.307175082,0.000002415,0,0,2.331111473,1.567321584,0.973545811,10.298237423,1.284481996,0,1.184346753,0,0.01
3.519808594,354.305615853,-0.085621892,-0.000012108,0.085621893,103.941433553,18.994146492,0.306617967,0.000002521,0,0,2.331111473,1.567319504,0.973545811,10.298201345,1.284412094,0,1.184226066,0,0.01
3.529808594,355.344080949,-0.086113,-0.000012079,0.086113001,103.751667308,18.959139779,0.306061867,0.000002481,0,0,2.331111473,1.56731753,0.973545811,10.298167105,1.284342444,0,1.184105594,0,0.01
3.539808594,356.380650131,-0.086605019,-0.000012105,0.08660502,103.562250444,18.924270015,0.305506777,0.000002348,0,0,2.331111473,1.567315627,0.973545811,10.298134098,1.284273043,0,1.183985336,0,0.01
3.549808594,357.415326884,-0.087097943,-0.000012184,0.087097944,103.373181596,18.889536524,0.304952694,0.000002118,0,0,2.331111473,1.567313796,0.973545811,10.298102352,1.28420389,0,1.183865293,0,0.01
3.559808594,358.448114683,-0.087591763,-0.000012315,0.087591764,103.184459404,18.854938631,0.304399613,0.00000178,0,0,2.331111473,1.567312046,0.973545811,10.298071997,1.284134984,0,1.183745462,0,0.01
3.569808594,359.479016986,-0.088086473,-0.000012489,0.088086474,102.996082515,18.820475652,0.303847531,0.000001369,0,0,2.331111473,1.567310353,0.973545811,10.298042631,1.284066325,0,1.183625845,0,0.01
3.579808594,360.508037241,-0.088582066,-0.0000127,0.088582067,102.808049584,18.786147073,0.303296444,0.000000891,0,0,2.331111473,1.567308713,0.973545811,10.298014183,1.28399791,0,1.183506441,0,0.01
3.589808594,361.535178881,-0.089078539,-0.000012928,0.08907854,102.620359271,18.751951839,0.302746348,0.000000419,0,0,2.331111473,1.567307075,0.973545811,10.297985782,1.283929738,0,1.183387249,0,0.01
3.599808594,362.560445324,-0.0895759,-0.000013163,0.089575901,102.433010245,18.717889591,0.302197239,0.000000267,0,0,2.331111473,1.567305228,0.973545811,10.297953739,1.283861809,0,1.183268269,0,0.01
3.609808594,363.583839977,-0.090074139,-0.000013398,0.09007414,102.246001179,18.683959723,0.301649114,0.000000651,0,0,2.331111473,1.567303025,0.973545811,10.297915534,1.283794122,0,1.183149501,0,0.01
3.619808594,364.605366233,-0.090573239,-0.00001363,0.09057324,102.059330755,18.650161024,0.301101968,0.000001084,0,0,2.331111473,1.567300795,0.973545811,10.297876857,1.283726674,0,1.183030944,0,0.01
3.629808594,365.625027472,-0.091073183,-0.000013845,0.091073184,101.872997659,18.616493555,0.300555797,0.000001475,0,0,2.331111473,1.567298601,0.973545811,10.297838807,1.283659466,0,1.182912598,0,0.01
3.639808594,366.642827061,-0.091573964,-0.000014034,0.091573965,101.687000585,18.582956396,0.300010599,0.000001763,0,0,2.331111473,1.567296484,0.973545811,10.297802086,1.283592496,0,1.182794463,0,0.01
3.649808594,367.658768353,-0.092075578,-0.000014189,0.092075579,101.501338235,18.549548899,0.299466369,0.000001932,0,0,2.331111473,1.567294454,0.973545811,10.297766887,1.283525762,0,1.182676538,0,0.01
3.659808594,368.672854689,-0.092578023,-0.000014304,0.092578024,101.316009313,18.516270425,0.298923103,0.000001975,0,0,2.331111473,1.567292517,0.973545811,10.297733285,1.283459265,0,1.182558822,0,0.01
3.669808594,369.685089396,-0.093081296,-0.000014378,0.093081297,101.131012535,18.483120336,0.298380798,0.000001908,0,0,2.331111473,1.567290661,0.973545811,10.297701108,1.283393002,0,1.182441317,0,0.01
3.679808594,370.695475791,-0.093585399,-0.000014409,0.0935854,100.946346618,18.450097999,0.29783945,0.000001748,0,0,2.331111473,1.567288875,0.973545811,10.297670132,1.283326973,0,1.18232402,0,0.01
3.689808594,371.704017175,-0.094090333,-0.0000144,0.094090334,100.76201029,18.417202788,0.297299055,0.000001523,0,0,2.331111473,1.567287141,0.973545811,10.297640046,1.283261176,0,1.182206933,0,0.01
3.699808594,372.710716838,-0.094596109,-0.000014355,0.09459611,100.578002281,18.384434073,0.29675961,0.000001246,0,0,2.331111473,1.567285448,0.973545811,10.297610686,1.28319561,0,1.182090053,0,0.01
3.709808594,373.715578056,-0.095102739,-0.000014281,0.09510274,100.39432133,18.351791416,0.296221111,0.000000979,0,0,2.331111473,1.567283755,0.973545811,10.29758133,1.283130275,0,1.181973382,0,0.01
3.719808594,374.718604095,-0.095610234,-0.000014196,0.095610235,100.210966181,18.319273728,0.295683555,0.000000817,0,0,2.331111473,1.567281998,0.973545811,10.297550855,1.28306517,0,1.181856919,0,0.01
3.729808594,375.719798205,-0.0961186,-0.000014111,0.096118601,100.027935586,18.286880709,0.295146937,0.00000076,0,0,2.331111473,1.567280177,0.973545811,10.297519263,1.283000292,0,1.181740663,0,0.01
3.739808594,376.719163625,-0.096627831,-0.000014027,0.096627832,99.8452283,18.254611757,0.294611255,0.000000823,0,0,2.331111473,1.56727828,0.973545811,10.297486372,1.282935642,0,1.181624614,0,0.01
3.749808594,377.716703584,-0.09713792,-0.000013944,0.097137921,99.662843086,18.222466264,0.294076504,0.000000995,0,0,2.331111473,1.567276317,0.973545811,10.297452326,1.282871218,0,1.181508772,0,0.01
3.759808594,378.712421295,-0.097648864,-0.000013861,0.097648865,99.480778712,18.190443593,0.293542682,0.000001198,0,0,2.331111473,1.567274339,0.973545811,10.297418011,1.282807019,0,1.181393136,0,0.01
3.769808594,379.706319961,-0.098160664,-0.000013782,0.098160665,99.299033954,18.158543155,0.293009784,0.000001415,0,0,2.331111473,1.567272358,0.973545811,10.297383662,1.282743044,0,1.181277706,0,0.01
3.779808594,380.698402771,-0.098673323,-0.000013708,0.098673324,99.117607593,18.126764351,0.292477807,0.000001612,0,0,2.331111473,1.567270398,0.973545811,10.297349661,1.282679293,0,1.181162482,0,0.01
3.789808594,381.688672904,-0.099186838,-0.00001365,0.099186839,98.936498413,18.095106592,0.291946747,0.000001755,0,0,2.331111473,1.56726848,0.973545811,10.297316401,1.282615763,0,1.181047463,0,0.01
3.799808594,382.677133526,-0.099701205,-0.000013618,0.099701205,98.755705209,18.063569293,0.291416602,0.000001824,0,0,2.331111473,1.567266619,0.973545811,10.29728413,1.282552455,0,1.180932649,0,0.01
3.809808594,383.663787789,-0.100216419,-0.000013615,0.10021642,98.575226778,18.032151874,0.290887367,0.000001814,0,0,2.331111473,1.567264819,0.973545811,10.297252898,1.282489366,0,1.18081804,0,0.01
3.819808594,384.648638837,-0.100732479,-0.000013644,0.100732479,98.395061923,18.000853761,0.290359039,0.000001722,0,0,2.331111473,1.56726308,0.973545811,10.297222745,1.282426497,0,1.180703635,0,0.01
3.829808594,385.631689798,-0.101249378,-0.000013705,0.101249379,98.215209456,17.969674377,0.289831615,0.000001532,0,0,2.331111473,1.567261414,0.973545811,10.297193847,1.282363846,0,1.180589435,0,0.01
3.839808594,386.612943791,-0.101767112,-0.000013794,0.101767113,98.035668191,17.938613155,0.289305091,0.000001241,0,0,2.331111473,1.567259823,0.973545811,10.297166258,1.282301411,0,1.180475438,0,0.01
3.849808594,387.592403922,-0.102285679,-0.000013905,0.10228568,97.856436949,17.907669614,0.288779464,0.000000872,0,0,2.331111473,1.567258292,0.973545811,10.297139702,1.282239193,0,1.180361644,0,0.01
3.859808594,388.570073284,-0.102805085,-0.000014018,0.102805086,97.677514558,17.876842986,0.288254731,0.000000486,0,0,2.331111473,1.567256778,0.973545811,10.297113448,1.28217719,0,1.180248053,0,0.01
3.869808594,389.545954962,-0.103325329,-0.000014132,0.10332533,97.498899849,17.846132863,0.287730888,0.000000205,0,0,2.331111473,1.567255199,0.973545811,10.297086061,1.282115401,0,1.180134665,0,0.01
3.879808594,390.520052025,-0.103846399,-0.000014247,0.1038464,97.320591661,17.815538774,0.287207931,0.000000405,0,0,2.331111473,1.567253301,0.973545811,10.297053149,1.282053826,0,1.180021479,0,0.01
3.889808594,391.492367533,-0.10436828,-0.000014362,0.104368281,97.142588837,17.785060086,0.286685858,0.000000738,0,0,2.331111473,1.567251319,0.973545811,10.297018761,1.281992462,0,1.179908495,0,0.01
3.899808594,392.462904535,-0.104890959,-0.000014473,0.10489096,96.964890226,17.754695783,0.286164665,0.00000106,0,0,2.331111473,1.567249349,0.973545811,10.296984603,1.28193131,0,1.179795713,0,0.01
3.909808594,393.431666066,-0.105414419,-0.000014573,0.10541442,96.787494683,17.724446089,0.285644348,0.000001321,0,0,2.331111473,1.567247429,0.973545811,10.296951292,1.281870369,0,1.179683132,0,0.01
3.919808594,394.398655152,-0.105938657,-0.000014654,0.105938658,96.610401068,17.694310143,0.285124906,0.00000148,0,0,2.331111473,1.567245583,0.973545811,10.296919278,1.281809636,0,1.179570752,0,0.01
3.929808594,395.363874805,-0.106463667,-0.000014713,0.106463668,96.433608246,17.664287408,0.284606333,0.000001546,0,0,2.331111473,1.567243806,0.973545811,10.296888459,1.281749112,0,1.179458573,0,0.01
3.939808594,396.327328029,-0.10698945,-0.000014746,0.106989451,96.257115087,17.634377354,0.284088627,0.000001513,0,0,2.331111473,1.567242103,0.973545811,10.296858919,1.281688796,0,1.179346595,0,0.01
3.949808594,397.289017815,-0.107516009,-0.000014752,0.10751601,96.080920469,17.604579439,0.283571785,0.000001402,0,0,2.331111473,1.567240458,0.973545811,10.29683039,1.281628687,0,1.179234816,0,0.01
3.959808594,398.248947141,-0.108043354,-0.00001473,0.108043355,95.905023272,17.574893126,0.283055804,0.000001261,0,0,2.331111473,1.56723884,0.973545811,10.296802331,1.281568783,0,1.179123237,0,0.01
3.969808594,399.207118977,-0.108571493,-0.000014682,0.108571493,95.729422383,17.545317885,0.282540679,0.00000111,0,0,2.331111473,1.567237235,0.973545811,10.2967745,1.281509083,0,1.179011858,0,0.01
3.979808594,400.163536281,-0.109100435,-0.000014618,0.109100436,95.554116694,17.515853354,0.282026409,0.000000977,0,0,2.331111473,1.567235624,0.973545811,10.296746548,1.281449588,0,1.178900677,0,0.01
3.989808594,401.118201998,-0.109630194,-0.000014556,0.109630195,95.379105102,17.486498605,0.28151299,0.000000879,0,0,2.331111473,1.567233994,0.973545811,10.296718294,1.281390296,0,1.178789696,0,0.01
3.999808594,402.071119065,-0.110160768,-0.000014494,0.110160769,95.20438651,17.457253364,0.281000418,0.000000762,0,0,2.331111473,1.567232384,0.973545811,10.296690367,1.281331206,0,1.178678913,0,0.01
4.009808594,403.022290406,-0.110692152,-0.000014434,0.110692153,95.029959824,17.428117119,0.280488691,0.000000638,0,0,2.331111473,1.567230784,0.973545811,10.296662621,1.281272317,0,1.178568328,0,0.01
4.019808594,403.971718933,-0.111224342,-0.000014374,0.111224343,94.855823958,17.399089357,0.279977805,0.000000483,0,0,2.331111473,1.567229212,0.973545811,10.296635347,1.281213628,0,1.178457941,0,0.01
4.029808594,404.919407551,-0.111757333,-0.000014315,0.111757334,94.681977829,17.370169574,0.279467758,0.00000032,0,0,2.331111473,1.56722765,0.973545811,10.296608266,1.281155139,0,1.178347751,0,0.01
4.039808594,405.865359152,-0.112291122,-0.000014256,0.112291123,94.50842036,17.341357267,0.278958545,0.000000146,0,0,2.331111473,1.567226102,0.973545811,10.296581412,1.281096848,0,1.178237759,0,0.01
4.049808594,406.809576615,-0.112825707,-0.000014199,0.112825708,94.335150478,17.312651967,0.278450165,0.000000104,0,0,2.331111473,1.567224471,0.973545811,10.296553115,1.281038755,0,1.178127964,0,0.01
