time_s,latitude_deg,longitude_deg,altitude_km,downrange_km,crossrange_km,speed_km_s,frame,segment,events,truth_checksum
543.968750,28.430917485,-77.165768201,6.822266,336.602051,-2.849854,0.054653645,LocalEnuV1,LocalRecovery,0x0000,0x31275b9e
544.968750,28.430920046,-77.165779300,6.767334,336.597656,-2.849365,0.054515362,LocalEnuV1,LocalRecovery,0x0000,0xf57575b1
545.968750,28.430920900,-77.165792961,6.713379,336.593506,-2.849609,0.054377615,LocalEnuV1,LocalRecovery,0x0000,0xdec3f931
546.968750,28.430910655,-77.165802352,6.659180,336.589355,-2.849854,0.054241240,LocalEnuV1,LocalRecovery,0x0000,0xad9d7204
547.968750,28.430913216,-77.165816013,6.604980,336.585938,-2.849365,0.054105937,LocalEnuV1,LocalRecovery,0x0000,0x267947da
548.968750,28.430910655,-77.165827112,6.550781,336.581543,-2.850098,0.053972125,LocalEnuV1,LocalRecovery,0x0000,0x64498a72
549.968750,28.430910655,-77.165840772,6.497070,336.577148,-2.850342,0.053839743,LocalEnuV1,LocalRecovery,0x0000,0x2f01bf46
550.968750,28.430910655,-77.165854433,6.443115,336.573730,-2.850586,0.053708971,LocalEnuV1,LocalRecovery,0x0000,0x25effdef
551.968750,28.430913216,-77.165860409,6.389404,336.569824,-2.850098,0.053578556,LocalEnuV1,LocalRecovery,0x0000,0xf589e8e0
552.968750,28.430913216,-77.165871508,6.335938,336.566162,-2.850586,0.053433716,LocalEnuV1,LocalRecovery,0x0000,0x6b3e86ec
553.968750,28.430909801,-77.165881753,6.282471,336.562256,-2.850342,0.053274274,LocalEnuV1,LocalRecovery,0x0000,0x231b32c2
554.968750,28.430910655,-77.165895414,6.229736,336.558105,-2.850586,0.053108275,LocalEnuV1,LocalRecovery,0x0000,0xd9103fc4
555.968750,28.430907240,-77.165908220,6.176758,336.554443,-2.850830,0.052936673,LocalEnuV1,LocalRecovery,0x0000,0x13f956fb
556.968750,28.430909801,-77.165915050,6.123779,336.550537,-2.850586,0.052761734,LocalEnuV1,LocalRecovery,0x0000,0xbb23439a
557.968750,28.430909801,-77.165932126,6.071289,336.546387,-2.850830,0.052585065,LocalEnuV1,LocalRecovery,0x0000,0x33845a2a
558.968750,28.430909801,-77.165936395,6.018555,336.543213,-2.850586,0.052409291,LocalEnuV1,LocalRecovery,0x0000,0x04090928
559.968750,28.430907240,-77.165953470,5.966064,336.538818,-2.851562,0.052235007,LocalEnuV1,LocalRecovery,0x0000,0xd4279f47
560.968750,28.430909801,-77.165963716,5.914062,336.535156,-2.850586,0.052061737,LocalEnuV1,LocalRecovery,0x0000,0x8aad9838
561.968750,28.430903825,-77.165970546,5.861816,336.531250,-2.850830,0.051888883,LocalEnuV1,LocalRecovery,0x0000,0x720b254e
562.968750,28.430909801,-77.165980791,5.810303,336.527832,-2.851318,0.051717162,LocalEnuV1,LocalRecovery,0x0000,0x8f016ff6
563.968750,28.430900410,-77.165997013,5.758545,336.523682,-2.851562,0.051549792,LocalEnuV1,LocalRecovery,0x0000,0xc955f555
564.968750,28.430903825,-77.166007258,5.707275,336.519287,-2.851074,0.051383018,LocalEnuV1,LocalRecovery,0x0000,0xa25f5aa3
565.968750,28.430903825,-77.166017503,5.655762,336.515869,-2.850830,0.051217616,LocalEnuV1,LocalRecovery,0x0000,0x26eba675
566.968750,28.430900410,-77.166031164,5.604248,336.512451,-2.851074,0.051056027,LocalEnuV1,LocalRecovery,0x0000,0xef4bc862
567.968750,28.430903825,-77.166044824,5.553711,336.508057,-2.851562,0.050895035,LocalEnuV1,LocalRecovery,0x0000,0xa972eee2
568.968750,28.430896141,-77.166048239,5.502930,336.504883,-2.852051,0.050737023,LocalEnuV1,LocalRecovery,0x0000,0xfd68a302
569.968750,28.430896994,-77.166058484,5.451904,336.501221,-2.851318,0.050579667,LocalEnuV1,LocalRecovery,0x0000,0xbb64709c
570.968750,28.430896994,-77.166072145,5.402100,336.497314,-2.852295,0.050425887,LocalEnuV1,LocalRecovery,0x0000,0xab5b0e66
571.968750,28.430896141,-77.166082390,5.351562,336.493164,-2.851807,0.050271988,LocalEnuV1,LocalRecovery,0x0000,0xf6cd9b4f
572.968750,28.430893579,-77.166093489,5.301270,336.489746,-2.851807,0.050121605,LocalEnuV1,LocalRecovery,0x0000,0xe8b7197f
573.968750,28.430896141,-77.166103734,5.251465,336.485596,-2.852051,0.049971700,LocalEnuV1,LocalRecovery,0x0000,0xbe227185
574.968750,28.430896141,-77.166113980,5.201660,336.482910,-2.851807,0.049825132,LocalEnuV1,LocalRecovery,0x0000,0x73fbf083
575.968750,28.430896141,-77.166127640,5.151855,336.479248,-2.852295,0.049679637,LocalEnuV1,LocalRecovery,0x0000,0x34bc43fc
576.968750,28.430896994,-77.166137032,5.102051,336.475342,-2.852295,0.049535692,LocalEnuV1,LocalRecovery,0x0000,0x301fae52
577.968750,28.430893579,-77.166154107,5.052979,336.471191,-2.852783,0.049393952,LocalEnuV1,LocalRecovery,0x0000,0x449a657b
578.968750,28.430896994,-77.166158376,5.003418,336.468018,-2.852051,0.049253523,LocalEnuV1,LocalRecovery,0x0000,0x87edd605
579.968750,28.430890164,-77.166168621,4.954102,336.464844,-2.853027,0.049114287,LocalEnuV1,LocalRecovery,0x0000,0x2ab6e1c1
580.968750,28.430896141,-77.166181428,4.905273,336.460938,-2.852783,0.048976064,LocalEnuV1,LocalRecovery,0x0000,0x4a47485a
581.968750,28.430893579,-77.166189112,4.855957,336.457520,-2.852539,0.048839390,LocalEnuV1,LocalRecovery,0x0000,0xa32beef5
582.968750,28.430889311,-77.166199357,4.807373,336.453857,-2.853027,0.048706591,LocalEnuV1,LocalRecovery,0x0000,0x01266884
583.968750,28.430889311,-77.166212164,4.758545,336.450195,-2.852295,0.048574030,LocalEnuV1,LocalRecovery,0x0000,0x4b207527
584.968750,28.430890164,-77.166222409,4.710205,336.446777,-2.852539,0.048442423,LocalEnuV1,LocalRecovery,0x0000,0xb8fd21c8
585.968750,28.430892726,-77.166233508,4.661865,336.442871,-2.852783,0.048313141,LocalEnuV1,LocalRecovery,0x0000,0x37053079
586.968750,28.430893579,-77.166240338,4.614014,336.439453,-2.852539,0.048184216,LocalEnuV1,LocalRecovery,0x0000,0x542029b9
587.968750,28.430892726,-77.166253145,4.565674,336.435791,-2.852295,0.048057258,LocalEnuV1,LocalRecovery,0x0000,0x2e6181cd
588.968750,28.430889311,-77.166263390,4.517334,336.432617,-2.852539,0.047930956,LocalEnuV1,LocalRecovery,0x0000,0x04065dba
589.968750,28.430889311,-77.166266805,4.469971,336.429199,-2.853516,0.047806740,LocalEnuV1,LocalRecovery,0x0000,0x6e0b466b
590.968750,28.430883334,-77.166281319,4.421875,336.424805,-2.853516,0.047683477,LocalEnuV1,LocalRecovery,0x0000,0xe34052bc
591.968750,28.430882480,-77.166291565,4.374512,336.421875,-2.853516,0.047561646,LocalEnuV1,LocalRecovery,0x0000,0x51a12dcd
592.968750,28.430883334,-77.166300956,4.326904,336.418457,-2.853027,0.047441065,LocalEnuV1,LocalRecovery,0x0000,0x80d7edbf
593.968750,28.430885895,-77.166314617,4.279785,336.414551,-2.853271,0.047322094,LocalEnuV1,LocalRecovery,0x0000,0x3f916b82
594.968750,28.430882480,-77.166322301,4.232178,336.411133,-2.853760,0.047203600,LocalEnuV1,LocalRecovery,0x0000,0xde2ab416
595.968750,28.430886749,-77.166329131,4.185059,336.408203,-2.853271,0.047086179,LocalEnuV1,LocalRecovery,0x0000,0x2d2e6ef0
596.968750,28.430883334,-77.166338522,4.137695,336.404541,-2.853027,0.046969414,LocalEnuV1,LocalRecovery,0x0000,0x616f983f
597.968750,28.430883334,-77.166346206,4.091064,336.401123,-2.853516,0.046855330,LocalEnuV1,LocalRecovery,0x0000,0x3e538af7
598.968750,28.430879919,-77.166363282,4.044189,336.397217,-2.853760,0.046742797,LocalEnuV1,LocalRecovery,0x0000,0x20142dd9
599.968750,28.430883334,-77.166373527,3.997803,336.393799,-2.854004,0.046629846,LocalEnuV1,LocalRecovery,0x0000,0x4c60110e
600.968750,28.430882480,-77.166383772,3.951172,336.390381,-2.854004,0.046518564,LocalEnuV1,LocalRecovery,0x0000,0xc9b11716
601.968750,28.430883334,-77.166394017,3.904541,336.387207,-2.853760,0.046406925,LocalEnuV1,LocalRecovery,0x0000,0x2135501f
602.968750,28.430882480,-77.166403409,3.858154,336.383789,-2.853760,0.046298623,LocalEnuV1,LocalRecovery,0x0000,0xbb796b80
603.968750,28.430882480,-77.166414508,3.812256,336.379883,-2.854248,0.046190798,LocalEnuV1,LocalRecovery,0x0000,0x99991765
604.968750,28.430882480,-77.166424753,3.765869,336.376709,-2.854004,0.046082914,LocalEnuV1,LocalRecovery,0x0000,0xc3bf6b41
605.968750,28.430879919,-77.166430730,3.719727,336.373535,-2.854248,0.045976400,LocalEnuV1,LocalRecovery,0x0000,0x1cda815c
606.968750,28.430879919,-77.166441829,3.673828,336.370361,-2.854492,0.045871615,LocalEnuV1,LocalRecovery,0x0000,0x2300671c
607.968750,28.430879065,-77.166451220,3.628418,336.366699,-2.854248,0.045766354,LocalEnuV1,LocalRecovery,0x0000,0x080c4e7c
608.968750,28.430873089,-77.166461466,3.582275,336.363525,-2.854248,0.045662880,LocalEnuV1,LocalRecovery,0x0000,0xb8a24f08
609.968750,28.430882480,-77.166471711,3.537109,336.360352,-2.854736,0.045562148,LocalEnuV1,LocalRecovery,0x0000,0xfc671868
610.968750,28.430876504,-77.166482810,3.491211,336.356689,-2.854492,0.045459747,LocalEnuV1,LocalRecovery,0x0000,0xc08c2d6b
611.968750,28.430875650,-77.166485371,3.446289,336.353516,-2.854736,0.045360208,LocalEnuV1,LocalRecovery,0x0000,0xa41c8cdc
612.968750,28.430875650,-77.166496470,3.400635,336.350098,-2.854736,0.045261204,LocalEnuV1,LocalRecovery,0x0000,0x81adc190
613.968750,28.430875650,-77.166509277,3.355713,336.346924,-2.854248,0.045160770,LocalEnuV1,LocalRecovery,0x0000,0xda048d8b
614.968750,28.430875650,-77.166520376,3.310303,336.343506,-2.854492,0.045064270,LocalEnuV1,LocalRecovery,0x0000,0x6d3e2749
615.968750,28.430873089,-77.166530621,3.265625,336.340332,-2.854980,0.044965327,LocalEnuV1,LocalRecovery,0x0000,0xe0583a96
616.968750,28.430875650,-77.166537451,3.220459,336.336914,-2.855225,0.044871092,LocalEnuV1,LocalRecovery,0x0000,0x2476479f
617.968750,28.430875650,-77.166550258,3.175781,336.333496,-2.854736,0.044774234,LocalEnuV1,LocalRecovery,0x0000,0xec2b5836
618.968750,28.430869674,-77.166557942,3.130859,336.330566,-2.855225,0.044680953,LocalEnuV1,LocalRecovery,0x0000,0x8562aa2f
619.968750,28.430869674,-77.166567334,3.086670,336.326904,-2.854980,0.044585764,LocalEnuV1,LocalRecovery,0x0000,0x1def403a
620.968750,28.430869674,-77.166574164,3.041748,336.323730,-2.854980,0.044494033,LocalEnuV1,LocalRecovery,0x0000,0x066678f9
621.968750,28.430869674,-77.166588678,2.997070,336.320312,-2.855469,0.044400215,LocalEnuV1,LocalRecovery,0x0000,0x55283ba8
622.968750,28.430869674,-77.166594654,2.952881,336.317139,-2.855225,0.044310629,LocalEnuV1,LocalRecovery,0x0000,0x493fc155
623.968750,28.430868820,-77.166604900,2.908936,336.313477,-2.855469,0.044217706,LocalEnuV1,LocalRecovery,0x0000,0xbe9bc54e
624.968750,28.430866259,-77.166615145,2.864502,336.310791,-2.855713,0.044130623,LocalEnuV1,LocalRecovery,0x0000,0x59ef7010
625.968750,28.430868820,-77.166621975,2.820312,336.307861,-2.855469,0.044039845,LocalEnuV1,LocalRecovery,0x0000,0x169c616a
626.968750,28.430869674,-77.166632220,2.776367,336.304199,-2.854980,0.043952227,LocalEnuV1,LocalRecovery,0x0000,0xc5c1a556
627.968750,28.430868820,-77.166639904,2.732666,336.301514,-2.855469,0.043864191,LocalEnuV1,LocalRecovery,0x0000,0x83de706e
628.968750,28.430868820,-77.166650150,2.688965,336.297119,-2.855225,0.043776214,LocalEnuV1,LocalRecovery,0x0000,0x7f0f0d2b
629.968750,28.430868820,-77.166660395,2.645264,336.294678,-2.855469,0.043691218,LocalEnuV1,LocalRecovery,0x0000,0xf94b5ca8
630.968750,28.430862844,-77.166669786,2.601318,336.291992,-2.855957,0.043604195,LocalEnuV1,LocalRecovery,0x0000,0xd2676324
631.968750,28.430865405,-77.166676617,2.558105,336.288086,-2.855957,0.043519020,LocalEnuV1,LocalRecovery,0x0000,0xaa7ee7e0
632.968750,28.430861990,-77.166691131,2.514648,336.284912,-2.856445,0.043435931,LocalEnuV1,LocalRecovery,0x0000,0x884311b7
633.968750,28.430861990,-77.166701376,2.471191,336.281738,-2.855957,0.043350875,LocalEnuV1,LocalRecovery,0x0000,0xb32eed4f
634.968750,28.430865405,-77.166707352,2.427734,336.278809,-2.856445,0.043268383,LocalEnuV1,LocalRecovery,0x0000,0x7390845b
635.968750,28.430862844,-77.166715036,2.384277,336.275635,-2.855713,0.043187201,LocalEnuV1,LocalRecovery,0x0000,0x8e0b461e
636.968750,28.430859428,-77.166725282,2.341553,336.272705,-2.856445,0.043103993,LocalEnuV1,LocalRecovery,0x0000,0x184ac052
637.968750,28.430862844,-77.166738942,2.298096,336.268799,-2.855957,0.043022394,LocalEnuV1,LocalRecovery,0x0000,0xf70d3f92
638.968750,28.430859428,-77.166745772,2.255127,336.265869,-2.856445,0.042943835,LocalEnuV1,LocalRecovery,0x0000,0xfc9c8b68
639.968750,28.430859428,-77.166755164,2.212402,336.262451,-2.856201,0.042863071,LocalEnuV1,LocalRecovery,0x0000,0x99e9d790
640.968750,28.430859428,-77.166761994,2.169678,336.259521,-2.856201,0.042782247,LocalEnuV1,LocalRecovery,0x0000,0x6c14a24b
641.968750,28.430858575,-77.166776508,2.127197,336.255859,-2.856201,0.042705238,LocalEnuV1,LocalRecovery,0x0000,0x9ed93e71
642.968750,28.430861990,-77.166782484,2.084229,336.253418,-2.856201,0.042627692,LocalEnuV1,LocalRecovery,0x0000,0x3447b0a3
643.968750,28.430858575,-77.166786753,2.041992,336.250000,-2.856934,0.042549849,LocalEnuV1,LocalRecovery,0x0000,0x731020ec
644.968750,28.430856013,-77.166800414,1.999512,336.247314,-2.856934,0.042471170,LocalEnuV1,LocalRecovery,0x0000,0xa888001f
645.968750,28.430852598,-77.166810659,1.956787,336.243652,-2.857178,0.042395532,LocalEnuV1,LocalRecovery,0x0000,0xdec9c1a6
646.968750,28.430856013,-77.166820051,1.914062,336.240723,-2.856689,0.042320371,LocalEnuV1,LocalRecovery,0x0000,0xd19ac85f
647.968750,28.430852598,-77.166827735,1.872314,336.237549,-2.857422,0.042245150,LocalEnuV1,LocalRecovery,0x0000,0xc9798b46
648.968750,28.430856013,-77.166837126,1.829834,336.234375,-2.857178,0.042169154,LocalEnuV1,LocalRecovery,0x0000,0x5bc0158d
649.968750,28.430856013,-77.166848225,1.787354,336.231201,-2.856689,0.042093456,LocalEnuV1,LocalRecovery,0x0000,0xd988683a
650.968750,28.430852598,-77.166858470,1.745850,336.228271,-2.857422,0.042021155,LocalEnuV1,LocalRecovery,0x0000,0x4fc96647
651.968750,28.430855160,-77.166865301,1.704102,336.225098,-2.857178,0.041948736,LocalEnuV1,LocalRecovery,0x0000,0x6cceeaed
652.968750,28.430852598,-77.166867862,1.662109,336.222412,-2.856934,0.041876495,LocalEnuV1,LocalRecovery,0x0000,0x878440b3
653.968750,28.430852598,-77.166878961,1.619629,336.219482,-2.857178,0.041803777,LocalEnuV1,LocalRecovery,0x0000,0x567410e8
654.031250,28.430851744,-77.166885791,1.617432,336.218750,-2.857178,0.041798949,LocalEnuV1,LocalRecovery,0x0100,0x7cb3a6b3
654.968750,28.430852598,-77.166882376,1.608154,336.218506,-2.857666,0.006172597,LocalEnuV1,LocalRecovery,0x0000,0xf9add802
655.968750,28.430855160,-77.166888352,1.601807,336.217285,-2.856689,0.005901337,LocalEnuV1,LocalRecovery,0x0000,0x56fe0ecc
656.968750,28.430851744,-77.166884937,1.596436,336.217529,-2.857422,0.005902231,LocalEnuV1,LocalRecovery,0x0000,0xf2a9dc3e
657.968750,28.430856013,-77.166888352,1.590088,336.216797,-2.857178,0.005904973,LocalEnuV1,LocalRecovery,0x0000,0xe120a003
658.968750,28.430856013,-77.166885791,1.584473,336.216797,-2.857178,0.005902946,LocalEnuV1,LocalRecovery,0x0000,0x3c7d7ddc
659.968750,28.430855160,-77.166891768,1.578613,336.215820,-2.857178,0.005902827,LocalEnuV1,LocalRecovery,0x0000,0x8829ce9f
660.968750,28.430855160,-77.166892621,1.572754,336.215576,-2.857178,0.005904496,LocalEnuV1,LocalRecovery,0x0000,0x3625ce7a
661.968750,28.430855160,-77.166892621,1.566895,336.215332,-2.857422,0.005901515,LocalEnuV1,LocalRecovery,0x0000,0xf59c069c
662.968750,28.430855160,-77.166892621,1.560791,336.215088,-2.857666,0.005900502,LocalEnuV1,LocalRecovery,0x0000,0xfa2f261a
663.968750,28.430855160,-77.166891768,1.554932,336.214355,-2.857422,0.005901217,LocalEnuV1,LocalRecovery,0x0000,0x8d59c0c2
664.968750,28.430855160,-77.166896036,1.548828,336.213623,-2.857666,0.005897403,LocalEnuV1,LocalRecovery,0x0000,0x6075a1f2
665.968750,28.430851744,-77.166895183,1.543457,336.213379,-2.857422,0.005888760,LocalEnuV1,LocalRecovery,0x0000,0x0025b6b5
666.968750,28.430855160,-77.166902013,1.537109,336.213135,-2.857178,0.005875587,LocalEnuV1,LocalRecovery,0x0000,0x05a812a3
667.968750,28.430851744,-77.166898598,1.531250,336.212646,-2.857178,0.005857706,LocalEnuV1,LocalRecovery,0x0000,0x68e98820
668.968750,28.430852598,-77.166902867,1.525635,336.212158,-2.857422,0.005848289,LocalEnuV1,LocalRecovery,0x0000,0x118a27a7
669.968750,28.430855160,-77.166902867,1.519775,336.211670,-2.857422,0.005847096,LocalEnuV1,LocalRecovery,0x0000,0x3cc0d5f6
670.968750,28.430852598,-77.166906282,1.513916,336.211182,-2.857422,0.005847871,LocalEnuV1,LocalRecovery,0x0000,0x19690e83
671.968750,28.430849183,-77.166902867,1.507812,336.211182,-2.857910,0.005843937,LocalEnuV1,LocalRecovery,0x0000,0xb929eaa7
672.968750,28.430852598,-77.166906282,1.501709,336.210449,-2.857422,0.005848587,LocalEnuV1,LocalRecovery,0x0000,0xa7180011
673.968750,28.430852598,-77.166905428,1.496338,336.209961,-2.857666,0.005848467,LocalEnuV1,LocalRecovery,0x0000,0x290c9cef
674.968750,28.430851744,-77.166909697,1.490234,336.209961,-2.857422,0.005843878,LocalEnuV1,LocalRecovery,0x0000,0xf556ba82
675.968750,28.430851744,-77.166909697,1.484863,336.209473,-2.857910,0.005847573,LocalEnuV1,LocalRecovery,0x0000,0x90f59f95
676.968750,28.430851744,-77.166909697,1.478760,336.208496,-2.857666,0.005846739,LocalEnuV1,LocalRecovery,0x0000,0xb88654b9
677.968750,28.430855160,-77.166913112,1.472412,336.208252,-2.857178,0.005847871,LocalEnuV1,LocalRecovery,0x0000,0x18d1a34d
678.968750,28.430851744,-77.166915673,1.467041,336.208008,-2.857178,0.005844355,LocalEnuV1,LocalRecovery,0x0000,0xe4f53e54
679.968750,28.430851744,-77.166916527,1.460938,336.207764,-2.857178,0.005842805,LocalEnuV1,LocalRecovery,0x0000,0x6eda98cb
680.968750,28.430851744,-77.166919088,1.455078,336.207031,-2.857422,0.005843163,LocalEnuV1,LocalRecovery,0x0000,0xd8ff9fee
681.968750,28.430852598,-77.166919088,1.449707,336.206787,-2.857666,0.005845487,LocalEnuV1,LocalRecovery,0x0000,0xe5864d67
682.968750,28.430855160,-77.166919942,1.443848,336.205811,-2.857178,0.005843163,LocalEnuV1,LocalRecovery,0x0000,0xd6c4b510
683.968750,28.430852598,-77.166919088,1.437988,336.206299,-2.857178,0.005842805,LocalEnuV1,LocalRecovery,0x0000,0x159d580f
684.968750,28.430851744,-77.166923357,1.432373,336.204834,-2.857910,0.005844414,LocalEnuV1,LocalRecovery,0x0000,0x38e0a0ba
685.968750,28.430845768,-77.166919088,1.426270,336.205322,-2.857422,0.005841613,LocalEnuV1,LocalRecovery,0x0000,0xf3adfa1c
686.968750,28.430852598,-77.166923357,1.420166,336.204102,-2.857666,0.005840600,LocalEnuV1,LocalRecovery,0x0000,0x215f3686
687.968750,28.430851744,-77.166922503,1.414551,336.204590,-2.857666,0.005841613,LocalEnuV1,LocalRecovery,0x0000,0x58c4e806
688.968750,28.430852598,-77.166925918,1.408447,336.203613,-2.857178,0.005844593,LocalEnuV1,LocalRecovery,0x0000,0xdbc1f0e8
689.000000,28.430852598,-77.166922503,1.408203,336.203613,-2.857178,0.005840898,LocalEnuV1,LocalRecovery,0x0200,0x24966c27
