time_s,phase,events,east_m,north_m,altitude_m,east_velocity_mps,north_velocity_mps,vertical_velocity_mps,mach,aoa_deg,dynamic_pressure_pa,static_margin_calibers,wind_east_mps,wind_north_mps
53.449200,3,0,0.000000,0.000000,242.600220,0.000032,0.000000,-12.459805,0.00000000,0.00000000,92.894287,0.00000000,0.000000,0.000000
53.749195,3,0,0.000000,0.000000,238.862671,0.000032,0.000000,-12.457554,0.00000000,0.00000000,92.894409,0.00000000,0.000000,0.000000
54.049191,3,0,0.000000,0.000000,235.125854,0.000032,0.000000,-12.455299,0.00000000,0.00000000,92.894653,0.00000000,0.000000,0.000000
54.349186,3,0,0.000000,0.000000,231.389771,0.000032,0.000000,-12.453045,0.00000000,0.00000000,92.894775,0.00000000,0.000000,0.000000
54.649181,3,0,0.000000,0.000000,227.654297,0.000032,0.000000,-12.450785,0.00000000,0.00000000,92.894897,0.00000000,0.000000,0.000000
54.949177,3,0,0.000000,0.000000,223.919556,0.000032,0.000000,-12.448530,0.00000000,0.00000000,92.894897,0.00000000,0.000000,0.000000
55.249172,3,0,0.000000,0.000000,220.185425,0.000032,0.000000,-12.446276,0.00000000,0.00000000,92.895020,0.00000000,0.000000,0.000000
55.549168,3,0,0.000000,0.000000,216.452026,0.000032,0.000000,-12.444021,0.00000000,0.00000000,92.895020,0.00000000,0.000000,0.000000
55.849163,3,0,0.000000,0.000000,212.719238,0.000032,0.000000,-12.441767,0.00000000,0.00000000,92.895020,0.00000000,0.000000,0.000000
56.149158,3,0,0.000000,0.000000,208.987183,0.000032,0.000000,-12.439524,0.00000000,0.00000000,92.895142,0.00000000,0.000000,0.000000
56.449154,3,0,0.000000,0.000000,205.255737,0.000032,0.000000,-12.437281,0.00000000,0.00000000,92.895264,0.00000000,0.000000,0.000000
56.749149,3,0,0.000000,0.000000,201.525024,0.000032,0.000000,-12.435038,0.00000000,0.00000000,92.895386,0.00000000,0.000000,0.000000
56.899147,4,16,0.000000,0.000000,199.659912,0.000032,0.000000,-12.433918,0.00000000,0.00000000,92.895386,0.00000000,0.000000,0.000000
57.199142,4,0,0.000000,0.000000,195.616699,0.000031,0.000000,-13.618126,0.00000000,0.00000000,113.241699,0.00000000,0.000000,0.000000
57.499138,4,0,0.000000,0.000000,191.885376,0.000019,0.000000,-11.327478,0.00000000,0.00000000,83.894043,0.00000000,0.000000,0.000000
57.799133,4,0,0.000000,0.000000,188.974121,0.000013,0.000000,-8.643223,0.00000000,0.00000000,49.093628,0.00000000,0.000000,0.000000
58.099129,4,0,0.000000,0.000000,186.703003,0.000011,0.000000,-7.014006,0.00000000,0.00000000,31.003052,0.00000000,0.000000,0.000000
58.399124,4,0,0.000000,0.000000,184.705933,0.000011,0.000000,-6.483366,0.00000000,0.00000000,25.706543,0.00000000,0.000000,0.000000
58.699120,4,0,0.000000,0.000000,182.796631,0.000011,0.000000,-6.305737,0.00000000,0.00000000,24.068726,0.00000000,0.000000,0.000000
58.999115,4,0,0.000000,0.000000,180.917358,0.000011,0.000000,-6.243446,0.00000000,0.00000000,23.512695,0.00000000,0.000000,0.000000
59.299110,4,0,0.000000,0.000000,179.048828,0.000011,0.000000,-6.221056,0.00000000,0.00000000,23.317871,0.00000000,0.000000,0.000000
59.599106,4,0,0.000000,0.000000,177.184204,0.000011,0.000000,-6.212732,0.00000000,0.00000000,23.248901,0.00000000,0.000000,0.000000
59.899101,4,0,0.000000,0.000000,175.321167,0.000011,0.000000,-6.209410,0.00000000,0.00000000,23.224365,0.00000000,0.000000,0.000000
60.199097,4,0,0.000000,0.000000,173.458618,0.000011,0.000000,-6.207867,0.00000000,0.00000000,23.215576,0.00000000,0.000000,0.000000
60.499092,4,0,0.000000,0.000000,171.596558,0.000011,0.000000,-6.206963,0.00000000,0.00000000,23.212402,0.00000000,0.000000,0.000000
60.799088,4,0,0.000000,0.000000,169.734741,0.000011,0.000000,-6.206280,0.00000000,0.00000000,23.211426,0.00000000,0.000000,0.000000
61.099083,4,0,0.000000,0.000000,167.872925,0.000011,0.000000,-6.205681,0.00000000,0.00000000,23.211060,0.00000000,0.000000,0.000000
61.399078,4,0,0.000000,0.000000,166.011108,0.000011,0.000000,-6.205111,0.00000000,0.00000000,23.210815,0.00000000,0.000000,0.000000
61.699074,4,0,0.000000,0.000000,164.149902,0.000011,0.000000,-6.204548,0.00000000,0.00000000,23.210815,0.00000000,0.000000,0.000000
61.999069,4,0,0.000000,0.000000,162.288818,0.000011,0.000000,-6.203991,0.00000000,0.00000000,23.210815,0.00000000,0.000000,0.000000
62.299065,4,0,0.000000,0.000000,160.427734,0.000011,0.000000,-6.203430,0.00000000,0.00000000,23.210938,0.00000000,0.000000,0.000000
62.599060,4,0,0.000000,0.000000,158.566650,0.000011,0.000000,-6.202879,0.00000000,0.00000000,23.210815,0.00000000,0.000000,0.000000
62.899055,4,0,0.000000,0.000000,156.705811,0.000011,0.000000,-6.202324,0.00000000,0.00000000,23.210938,0.00000000,0.000000,0.000000
63.199051,4,0,0.000000,0.000000,154.845459,0.000011,0.000000,-6.201765,0.00000000,0.00000000,23.210815,0.00000000,0.000000,0.000000
63.499046,4,0,0.000000,0.000000,152.985107,0.000011,0.000000,-6.201206,0.00000000,0.00000000,23.210938,0.00000000,0.000000,0.000000
63.799042,4,0,0.000000,0.000000,151.124756,0.000011,0.000000,-6.200653,0.00000000,0.00000000,23.210938,0.00000000,0.000000,0.000000
64.099037,4,0,0.000000,0.000000,149.264404,0.000011,0.000000,-6.200096,0.00000000,0.00000000,23.210938,0.00000000,0.000000,0.000000
64.399033,4,0,0.000000,0.000000,147.404785,0.000011,0.000000,-6.199543,0.00000000,0.00000000,23.210938,0.00000000,0.000000,0.000000
64.699028,4,0,0.000000,0.000000,145.545166,0.000011,0.000000,-6.198994,0.00000000,0.00000000,23.210938,0.00000000,0.000000,0.000000
64.999023,4,0,0.000000,0.000000,143.685547,0.000011,0.000000,-6.198441,0.00000000,0.00000000,23.210938,0.00000000,0.000000,0.000000
65.299019,4,0,0.000000,0.000000,141.825928,0.000011,0.000000,-6.197886,0.00000000,0.00000000,23.210938,0.00000000,0.000000,0.000000
65.599014,4,0,0.000000,0.000000,139.966675,0.000011,0.000000,-6.197330,0.00000000,0.00000000,23.211060,0.00000000,0.000000,0.000000
65.899010,4,0,0.000000,0.000000,138.107788,0.000011,0.000000,-6.196775,0.00000000,0.00000000,23.210938,0.00000000,0.000000,0.000000
66.199005,4,0,0.000000,0.000000,136.248901,0.000011,0.000000,-6.196218,0.00000000,0.00000000,23.211060,0.00000000,0.000000,0.000000
66.499001,4,0,0.000000,0.000000,134.390015,0.000011,0.000000,-6.195669,0.00000000,0.00000000,23.211060,0.00000000,0.000000,0.000000
66.798996,4,0,0.000000,0.000000,132.531250,0.000011,0.000000,-6.195112,0.00000000,0.00000000,23.211060,0.00000000,0.000000,0.000000
67.098991,4,0,0.000000,0.000000,130.673096,0.000011,0.000000,-6.194561,0.00000000,0.00000000,23.210938,0.00000000,0.000000,0.000000
67.398987,4,0,0.000000,0.000000,128.814941,0.000011,0.000000,-6.194012,0.00000000,0.00000000,23.211060,0.00000000,0.000000,0.000000
67.698982,4,0,0.000000,0.000000,126.956787,0.000011,0.000000,-6.193462,0.00000000,0.00000000,23.211060,0.00000000,0.000000,0.000000
67.998978,4,0,0.000000,0.000000,125.098633,0.000011,0.000000,-6.192909,0.00000000,0.00000000,23.211060,0.00000000,0.000000,0.000000
68.298973,4,0,0.000000,0.000000,123.240967,0.000011,0.000000,-6.192354,0.00000000,0.00000000,23.211182,0.00000000,0.000000,0.000000
68.598969,4,0,0.000000,0.000000,121.383545,0.000011,0.000000,-6.191801,0.00000000,0.00000000,23.211182,0.00000000,0.000000,0.000000
68.898964,4,0,0.000000,0.000000,119.526123,0.000011,0.000000,-6.191248,0.00000000,0.00000000,23.211060,0.00000000,0.000000,0.000000
69.198959,4,0,0.000000,0.000000,117.668701,0.000011,0.000000,-6.190697,0.00000000,0.00000000,23.211182,0.00000000,0.000000,0.000000
69.498955,4,0,0.000000,0.000000,115.811523,0.000011,0.000000,-6.190144,0.00000000,0.00000000,23.211182,0.00000000,0.000000,0.000000
69.798950,4,0,0.000000,0.000000,113.954834,0.000011,0.000000,-6.189590,0.00000000,0.00000000,23.211060,0.00000000,0.000000,0.000000
70.098946,4,0,0.000000,0.000000,112.098145,0.000011,0.000000,-6.189043,0.00000000,0.00000000,23.211182,0.00000000,0.000000,0.000000
70.398941,4,0,0.000000,0.000000,110.241455,0.000011,0.000000,-6.188494,0.00000000,0.00000000,23.211182,0.00000000,0.000000,0.000000
70.698936,4,0,0.000000,0.000000,108.384766,0.000011,0.000000,-6.187944,0.00000000,0.00000000,23.211182,0.00000000,0.000000,0.000000
70.998932,4,0,0.000000,0.000000,106.528687,0.000011,0.000000,-6.187393,0.00000000,0.00000000,23.211304,0.00000000,0.000000,0.000000
71.298927,4,0,0.000000,0.000000,104.672729,0.000011,0.000000,-6.186842,0.00000000,0.00000000,23.211304,0.00000000,0.000000,0.000000
71.598923,4,0,0.000000,0.000000,102.816772,0.000011,0.000000,-6.186293,0.00000000,0.00000000,23.211182,0.00000000,0.000000,0.000000
71.898918,4,0,0.000000,0.000000,100.960815,0.000011,0.000000,-6.185743,0.00000000,0.00000000,23.211182,0.00000000,0.000000,0.000000
72.198914,4,0,0.000000,0.000000,99.105225,0.000011,0.000000,-6.185194,0.00000000,0.00000000,23.211304,0.00000000,0.000000,0.000000
72.498909,4,0,0.000000,0.000000,97.250000,0.000011,0.000000,-6.184641,0.00000000,0.00000000,23.211304,0.00000000,0.000000,0.000000
72.798904,4,0,0.000000,0.000000,95.394775,0.000011,0.000000,-6.184095,0.00000000,0.00000000,23.211304,0.00000000,0.000000,0.000000
73.098900,4,0,0.000000,0.000000,93.539551,0.000011,0.000000,-6.183546,0.00000000,0.00000000,23.211304,0.00000000,0.000000,0.000000
73.398895,4,0,0.000000,0.000000,91.684326,0.000011,0.000000,-6.182997,0.00000000,0.00000000,23.211304,0.00000000,0.000000,0.000000
73.698891,4,0,0.000000,0.000000,89.829834,0.000011,0.000000,-6.182447,0.00000000,0.00000000,23.211304,0.00000000,0.000000,0.000000
73.998886,4,0,0.000000,0.000000,87.975342,0.000011,0.000000,-6.181898,0.00000000,0.00000000,23.211304,0.00000000,0.000000,0.000000
74.298882,4,0,0.000000,0.000000,86.120850,0.000011,0.000000,-6.181349,0.00000000,0.00000000,23.211304,0.00000000,0.000000,0.000000
74.598877,4,0,0.000000,0.000000,84.266357,0.000011,0.000000,-6.180803,0.00000000,0.00000000,23.211304,0.00000000,0.000000,0.000000
74.898872,4,0,0.000000,0.000000,82.412231,0.000011,0.000000,-6.180258,0.00000000,0.00000000,23.211304,0.00000000,0.000000,0.000000
75.198868,4,0,0.000000,0.000000,80.558472,0.000011,0.000000,-6.179708,0.00000000,0.00000000,23.211426,0.00000000,0.000000,0.000000
75.498863,4,0,0.000000,0.000000,78.704712,0.000011,0.000000,-6.179163,0.00000000,0.00000000,23.211426,0.00000000,0.000000,0.000000
75.798859,4,0,0.000000,0.000000,76.850952,0.000011,0.000000,-6.178614,0.00000000,0.00000000,23.211426,0.00000000,0.000000,0.000000
76.098854,4,0,0.000000,0.000000,74.997314,0.000011,0.000000,-6.178066,0.00000000,0.00000000,23.211304,0.00000000,0.000000,0.000000
76.398849,4,0,0.000000,0.000000,73.144287,0.000011,0.000000,-6.177517,0.00000000,0.00000000,23.211426,0.00000000,0.000000,0.000000
76.698845,4,0,0.000000,0.000000,71.291260,0.000011,0.000000,-6.176971,0.00000000,0.00000000,23.211304,0.00000000,0.000000,0.000000
76.998840,4,0,0.000000,0.000000,69.438232,0.000011,0.000000,-6.176422,0.00000000,0.00000000,23.211426,0.00000000,0.000000,0.000000
77.298836,4,0,0.000000,0.000000,67.585205,0.000011,0.000000,-6.175877,0.00000000,0.00000000,23.211426,0.00000000,0.000000,0.000000
77.598831,4,0,0.000000,0.000000,65.732666,0.000011,0.000000,-6.175335,0.00000000,0.00000000,23.211426,0.00000000,0.000000,0.000000
77.898827,4,0,0.000000,0.000000,63.880371,0.000011,0.000000,-6.174793,0.00000000,0.00000000,23.211426,0.00000000,0.000000,0.000000
78.198822,4,0,0.000000,0.000000,62.028076,0.000011,0.000000,-6.174244,0.00000000,0.00000000,23.211548,0.00000000,0.000000,0.000000
78.498817,4,0,0.000000,0.000000,60.175781,0.000011,0.000000,-6.173698,0.00000000,0.00000000,23.211548,0.00000000,0.000000,0.000000
78.798813,4,0,0.000000,0.000000,58.323608,0.000011,0.000000,-6.173153,0.00000000,0.00000000,23.211426,0.00000000,0.000000,0.000000
79.098808,4,0,0.000000,0.000000,56.472046,0.000011,0.000000,-6.172607,0.00000000,0.00000000,23.211548,0.00000000,0.000000,0.000000
79.398804,4,0,0.000000,0.000000,54.620483,0.000011,0.000000,-6.172058,0.00000000,0.00000000,23.211548,0.00000000,0.000000,0.000000
79.698799,4,0,0.000000,0.000000,52.768921,0.000011,0.000000,-6.171513,0.00000000,0.00000000,23.211548,0.00000000,0.000000,0.000000
79.998795,4,0,0.000000,0.000000,50.917358,0.000011,0.000000,-6.170971,0.00000000,0.00000000,23.211426,0.00000000,0.000000,0.000000
80.298790,4,0,0.000000,0.000000,49.066284,0.000011,0.000000,-6.170433,0.00000000,0.00000000,23.211548,0.00000000,0.000000,0.000000
80.598785,4,0,0.000000,0.000000,47.215454,0.000011,0.000000,-6.169888,0.00000000,0.00000000,23.211548,0.00000000,0.000000,0.000000
80.898781,4,0,0.000000,0.000000,45.364624,0.000011,0.000000,-6.169344,0.00000000,0.00000000,23.211548,0.00000000,0.000000,0.000000
81.198776,4,0,0.000000,0.000000,43.513794,0.000011,0.000000,-6.168800,0.00000000,0.00000000,23.211548,0.00000000,0.000000,0.000000
81.498772,4,0,0.000000,0.000000,41.663086,0.000011,0.000000,-6.168257,0.00000000,0.00000000,23.211548,0.00000000,0.000000,0.000000
81.798767,4,0,0.000000,0.000000,39.812988,0.000011,0.000000,-6.167711,0.00000000,0.00000000,23.211670,0.00000000,0.000000,0.000000
82.098763,4,0,0.000000,0.000000,37.962891,0.000011,0.000000,-6.167164,0.00000000,0.00000000,23.211670,0.00000000,0.000000,0.000000
82.398758,4,0,0.000000,0.000000,36.112793,0.000011,0.000000,-6.166622,0.00000000,0.00000000,23.211670,0.00000000,0.000000,0.000000
82.698753,4,0,0.000000,0.000000,34.262695,0.000011,0.000000,-6.166077,0.00000000,0.00000000,23.211670,0.00000000,0.000000,0.000000
82.998749,4,0,0.000000,0.000000,32.413086,0.000011,0.000000,-6.165539,0.00000000,0.00000000,23.211670,0.00000000,0.000000,0.000000
83.298744,4,0,0.000000,0.000000,30.563721,0.000011,0.000000,-6.164997,0.00000000,0.00000000,23.211670,0.00000000,0.000000,0.000000
83.598740,4,0,0.000000,0.000000,28.714355,0.000011,0.000000,-6.164455,0.00000000,0.00000000,23.211670,0.00000000,0.000000,0.000000
83.898735,4,0,0.000000,0.000000,26.864990,0.000011,0.000000,-6.163914,0.00000000,0.00000000,23.211792,0.00000000,0.000000,0.000000
84.198730,4,0,0.000000,0.000000,25.015747,0.000011,0.000000,-6.163372,0.00000000,0.00000000,23.211792,0.00000000,0.000000,0.000000
84.498726,4,0,0.000000,0.000000,23.167114,0.000011,0.000000,-6.162828,0.00000000,0.00000000,23.211792,0.00000000,0.000000,0.000000
84.798721,4,0,0.000000,0.000000,21.318481,0.000011,0.000000,-6.162291,0.00000000,0.00000000,23.211670,0.00000000,0.000000,0.000000
85.098717,4,0,0.000000,0.000000,19.469849,0.000011,0.000000,-6.161745,0.00000000,0.00000000,23.211670,0.00000000,0.000000,0.000000
85.398712,4,0,0.000000,0.000000,17.621216,0.000011,0.000000,-6.161200,0.00000000,0.00000000,23.211792,0.00000000,0.000000,0.000000
85.698708,4,0,0.000000,0.000000,15.773071,0.000011,0.000000,-6.160666,0.00000000,0.00000000,23.211792,0.00000000,0.000000,0.000000
85.998703,4,0,0.000000,0.000000,13.925171,0.000011,0.000000,-6.160128,0.00000000,0.00000000,23.211792,0.00000000,0.000000,0.000000
86.298698,4,0,0.000000,0.000000,12.077271,0.000011,0.000000,-6.159590,0.00000000,0.00000000,23.211792,0.00000000,0.000000,0.000000
86.598694,4,0,0.000000,0.000000,10.229370,0.000011,0.000000,-6.159048,0.00000000,0.00000000,23.211792,0.00000000,0.000000,0.000000
86.898689,4,0,0.000000,0.000000,8.381592,0.000011,0.000000,-6.158504,0.00000000,0.00000000,23.211792,0.00000000,0.000000,0.000000
87.198685,4,0,0.000000,0.000000,6.534424,0.000011,0.000000,-6.157967,0.00000000,0.00000000,23.211792,0.00000000,0.000000,0.000000
87.498680,4,0,0.000000,0.000000,4.687256,0.000011,0.000000,-6.157423,0.00000000,0.00000000,23.211792,0.00000000,0.000000,0.000000
87.798676,4,0,0.000000,0.000000,2.840088,0.000011,0.000000,-6.156883,0.00000000,0.00000000,23.211914,0.00000000,0.000000,0.000000
88.098671,4,0,0.000000,0.000000,0.992920,0.000011,0.000000,-6.156345,0.00000000,0.00000000,23.211792,0.00000000,0.000000,0.000000
88.298668,5,32,0.000000,0.000000,0.000000,0.000011,0.000000,-6.155985,0.00000000,0.00000000,23.211914,0.00000000,0.000000,0.000000
