generation,index,candidate,feasible,fatal,violations,tier,objective0,objective1,objective2,objective3
0,0,39fefafa,true,0,0,8,1000,4471209,0,0
0,1,ba8e87cb,false,0,1,1,2,4567671,0,0
0,2,a30dfb58,false,0,1,1,2,4571865,0,0
0,3,55d99b35,false,0,1,1,2,4571865,0,0
0,4,8cf2f21f,false,0,1,1,2,4580253,0,0
0,5,b21ff83e,false,0,1,1,2,4580253,0,0
0,6,ebf86151,false,0,1,1,2,4584447,0,0
0,7,6cb18028,false,0,1,1,2,4584447,0,0
0,8,e944063e,false,0,1,1,2,4588641,0,0
0,9,94c5ca1d,false,0,1,1,2,4592835,0,0
0,10,bfbf520e,false,0,1,1,2,4597029,0,0
0,11,021fd848,false,0,1,1,2,4450239,0,0
0,12,ac72ebcb,false,0,1,1,2,4454433,0,0
0,13,ca5027b5,false,0,1,1,2,4458627,0,0
0,14,8bcf422d,false,0,1,1,2,4458627,0,0
0,15,a9e46212,false,0,1,1,2,4467015,0,0
0,16,db3a3b72,false,0,1,1,2,4467015,0,0
0,17,377d8dc6,false,0,1,1,2,4467015,0,0
0,18,27cfca5b,false,0,1,1,2,4471209,0,0
0,19,ae2f362d,false,0,1,1,2,4475403,0,0
0,20,2c2655c2,false,0,1,1,2,4479597,0,0
0,21,ac54ac60,false,0,1,1,2,4483791,0,0
0,22,96ce3e73,false,0,1,1,2,4487985,0,0
0,23,c1878194,false,0,1,1,2,4487985,0,0
0,24,a7a54dea,false,0,1,1,2,4492179,0,0
0,25,3684a561,false,0,1,1,2,4496373,0,0
0,26,945dd347,false,0,1,1,2,4496373,0,0
0,27,6d3a3c53,false,0,1,1,2,4500567,0,0
0,28,1e0a0af8,true,0,0,8,951,4504761,15,0
0,29,a4efa0bc,true,0,0,8,950,4508955,16,0
0,30,015aaedb,true,0,0,8,950,4508955,16,0
0,31,e7e019b8,false,0,1,1,2,4513149,0,0
0,32,1e045d0b,true,0,0,8,907,4517343,0,0
0,33,e8d03d66,true,0,0,8,906,4517343,0,0
0,34,0411a6e8,true,0,0,8,900,4521537,0,0
0,35,42c35d34,true,0,0,8,901,4525731,0,0
0,36,77702dff,false,0,1,1,2,4529925,0,0
0,37,4127c32c,false,0,1,1,2,4529925,0,0
0,38,940f2380,false,0,1,1,2,4534119,0,0
0,39,41311628,true,0,0,8,890,4538313,0,0
0,40,b72ed1c8,true,0,0,8,890,4538313,0,0
0,41,48bb4999,false,0,1,1,2,4542507,0,0
0,42,8ca432f4,false,0,1,1,2,4546701,0,0
0,43,364198b0,false,0,1,1,2,4550895,0,0
0,44,c38623b1,false,0,1,1,2,4550895,0,0
0,45,0793d17b,false,0,1,1,2,4555089,0,0
0,46,d0171d83,false,0,1,1,2,4559283,0,0
0,47,962d0c78,false,0,1,1,2,4559283,0,0
1,0,39fefafa,true,0,0,8,1000,4471209,0,0
1,1,74ba181b,false,0,1,1,2,4567671,0,0
1,2,212936ad,false,0,1,1,2,4571865,0,0
